AABB;BO,CO,CU,HL,LL,LO,LR
DINS;AA,AC,AI,AV,CI,CY
DINT;CU,LU,PU,UY
DINW;IN,NU,PU
DIOR;BE,BM,EE,EH,EM,EO,EP,EV,EW,EZ,IV,MO
DIOT;BU,DE,DU,DY,EF,EP,GW,MU
DIOV;CR,GN,IR
DIOX;CI,DI,GN,IN,LY,MY,OT
DIPR;CY,GU,PY
DIPS;CU,HI,IL,TU
DIPT;AN
DIQU;AM,AT,IL
DIRS;
DIRT;BU,GU,IN
DIRU;AB,AC,BT,FK,GP,GT,PT
DIRY;BC,BH,CE,CH,CP,DE,DH,EK,ER,EW,PP
DISS;MO,MT,MY,OP,OT
DIST;GH,GI,HW,IL,IX
DISU;AE,AK,AL,AO,DH,EJ,EP,FL,OO
DISV;
DISY;CN,DK,EN,GN
DITT;AK,BE,BI,DE,EF,EG,EH,EK,EL,EN,EP,ER,ET,EU,EW,IT
DITU;BO,BR,CN,DE,DO,EG,EL,EN,EQ,ER,ET,GR,KL,LN,LO,NY
DITY;AL,AN,IL,IM,NU
DITZ;AD,AK,ES
DIXY;LO,MO
DJOO;EK,NN
DJOU;AK,CN,EK,EL,GI
DJSU;EG,EI,ET,IM
DJUY;
DKNO;AI,BI,CU,DI,PU
DKNU;CO,OP
DKNY;
DKOO;BE,BL,CE,DE,EH,EJ,EK,EL,ET,OO
DKOR;
DKOU;AJ,AP,CN,DE,EJ,ET,EY,NP
DKSU;
DKUU;
DLLO;BE,CE,DE,EI,EJ,EL,EP,ET,EU,OP
DLLU;AE,BE,CE,DE,EF,EG,EH,EI,EL,EM,EN,EO,EP,ER,EW
DLMO;IR
DLOO;AI,AN,IN,LP,MU,PZ
DLOP;FU,GN,HU,II,IN,IU,IY,LO,OZ
DLOR;AH,AN,NU
DLOS;
DLOT;NU,RY
DLOU;BY,FP,GO,HP,IP,IT,LY,OR,RY
DLOW;
DLOY;BU,CU,FN
DLSU;FI,GI,GY,IN,KY,TY
DLUY;CD,CO,DM,EG,EN,ER,GK,GS,KS,MO,MR,NU,OR,ST
DMOO;AD,CI,CO,CT,DG,GI,IR
DMOR;AN,AR,AU,BI,CI,IL,IN,IO,NO
DMOS;AG,AN
DMOU;
DMOY;AN,BE,CE,EP
DMPU;AC,IO
DMRU;LY,MY
DMSU;GY
DNOO;BL,BY,GW,HU,IL,IZ,JN,UV
DNOP;AG,AR,AT,CE,DE,EE,EG,EH,EK,ER,GL,KO
DNOS;
DNOU;AE,CJ,CK
DNOW;GO
DNOY;AM,BO,FL,MO
DNRU;AH,AL,AM,AT,AW
DNRY;
DNSU;
DNSY;CI,GI,HI
DNTU;CI,IL,IP,IY,NU
DNTY;IU
DNUY;AM,EE,EL,IT,LU
DNWY;AE
DOOP;GH,II,IP,KN,LL,LZ,OW
DOOR;AD,CT,CY,IM,IT
DOOS;ES,EX,IU,IV,IZ,UV
DOOW;AN,GN,OP
DOPR;AN,AY
DOPS;DY
DOPU;AK,AL,FL,HL,IL,IM
DOPW;CE,EL,EP,ER,OO
DOPY;AJ,AR,OR,RS
DOQU;ET
DORR;
DORS;HY
DORT;CO,HO,HU,NU
DORU;HT
DORW;
DORY;AB,AP,BE,BO,CO,EP,EV,OP,PS,SS
DOSS;BO,CI,HW,IM,IT,MO
DOST;GY
DOSU;AI,GH,IO,OV
DOSW;IM,IW
DOSY;AT,EG,EP,EX,GT,IM,MO,OW,PR,RS,RU,RW
DOSZ;AI,AN,IO,NU
DOTU;AD,DI,GH,GU,HR,IL,IM
DOTW;AR,GI
DOTY;CI,GS
DOUX;ES,ET
DOXY;IL,IM
DOYZ;CE,GI,IL,IM
DPSU;AL,AR,CI,IT
DPUU;AH,DH,ER
DRRU;
DRSU;
DRSY;HO,KO,OP,OS,OW
DRTU;AA,AN,AP,BI,GI,HO,IP,NO
DRUY;AB,EK,EL,LM,MM
DSSU;AH,AQ,NO
DSTU;PU
DSUW;AM,AR,BE,EN,LO,NO
DTUY;AM,EP,EQ,IN
DUUW;
EEEP;BD,BH,BR,DI,DJ,DK,DN,DR,GN,HR,HZ,IR,KR
EEEW;DD,DN,DR,EW,HZ,IN,NV,RV
EEFJ;DF
EEFK;AR,CD,DR
EEFL;AB,BE,BI,BL,BY,CE,CH,CY,IN,LO,NN,UY
EEFM;AD,NN,NO,OR,TW
EEFN;DD,DI,DR,DU,ER,GI,IL,IR,LN,MN,MO,NR,RU
EEFR;BO,CN,EF,EN,EZ,GU,HO,MO,NN,NU
EEFS;
EEFT;AC,CF,EF,FO,GI,PY
EEGH;AB,AZ,CO
EEGK;
EEGL;LN,NN,NU
EEGN;BO,BU,CE,CO,CY,DL,DN,DU,EP,LL,LN,LU,OP,OX
EEGO;AP,AT,BN,BR,CH,CN,MN,MT,NP,NR,NX
EEGP;DG,DH,DL,EN,IN,NO
EEGR;EZ,FU,RU,RW
EEGS;AW,BM
EEGU;AF,AL,BN,BR,BY,DL,DN,FR,GM,HN,LM,LN,LR,MN,PR,RR
EEGZ;AB,AH,ER
EEHL;AE,AR,AX,ER,LR,MR,NU,NY,PR
EEHM;DL,DM,IP,NP,UX
EEHR;EL,FO,LL,NN,NO
EEHT;CI,CV,CW,IV,OW,QU
EEHW;AH,CH,CI,CS,CT,EZ,HS,OT,ST,YY,YZ
EEIN;EL,FL,FR,HI,HR,HT,IM,IN,JN,KR,LL,LO,LR,LT,LY,MR,MT,MY,NR,NT,QU,RT,TT
EEJL;DE,DL,EI
EEJP;DE
EEJR;AB,AG,AV,CT,DE,DK,ER,KR,QU
EEJS;AB,BM,BN,IW
EEJT;AN,DT,NN
EEJZ;LY
EEKK;AA,AP,CD,CL,DE,DL,ER,II,IT,LR,NO
EEKL;AB,AD,BB,BE,BI,DE,DK,EI,EU,IM,IT,MY,TT
EEKM;BD,DP,EN,ER,IL,LP,LY,NU,PR
EEKN;EM,MU,PP
EEKP;DE,DM,DP,IW,NP,PU
EEKR;BO,BU,EI,EK,EM,ER,II,JR,RU
EEKS;BC,CH,CI,EV,IV,OV,VY
EEKT;AB,BC,CL,IK,IL,LT
EEKW;AN,IP
EELM;AB,AP,AZ,CO,CY,HT,KP,KY,OT,PT,TT,TY
EELP;AA,AD,AG,AM,AN,AT,AU,DD,DG,DH,DL,DP,DT,DY,IN,IT,LT,MT,NT,PU,TT
EELR;EH,ER,HL,LU,NU
EELS;CO,QU
EELT;DE,DM,DN,DP,EL,EY,LN,LP,LV,MO,MP,MY,NN,NP,VV
EELV;OU,OV,TV,TW
EELW;CR,FR,IL,IV,MR
EELY;BF,ET,FU,HN,HW,IN,KM,KN,KW,MT,NV,NX,TW
EEMM;DG,DH,EI,OP,OV
EEMN;CI,CT,EK,ET,FN,FO,HP,HT,II,IP,IT,NP,OT,OV
EEMR;FO,IP,KP,OV
EEMS;BG,BJ,OX
EEMT;AG,AN,AP,AT,AX,BE,BI,CI,CN,EN,EU,FW,GN,IN,LP,LT,LY,NU,PX
EEMU;AH,DO,DP,DY,ET,GG,HV,HX
EEMV;
EEMW;AP,FT,LR
EEMZ;AC,AK,AL,NY
EENN;AD,AG,AX,CF,DD,DG,DH,DI,DK,DM,DO,DY,EV,FL,FM,GI,GL,II,IJ,IV,KL,LV,OZ,UV,UY
EENP;AL,AM,AT,AU,AW,EG,GO,KP,LT,OT,TU
EENR;BO,EF,FI,HI,HO,IL,IX,OZ
EENS;
EENT;IL,IM,IX,LL,LP,MO,OP
EENV;CH,DD,DO,MO,OZ
EENW;AK,AP,AZ,EV
EENY;AK,CG,GI,HL,IL,KL,LX,NU,QU
EEOV;AF,AV,BL,CL,CR,DI,DN,DR,DT,LN,LU,LV,NS,NT,NZ,RS,RT,RU,RW,ST
EEPP;AR,DK,DL,DP,DR,HR,IT,IY,KN,KU,LU,PR
EEPR;BE,EI,EP,EW,FI,FR,IM,IX,PP
EEPS;OX
EEPV;AD,AY
EEPW;AM,AN,IK
EERS;
EERT;ER,ET,OR,RT,RU,TT,UY
EERV;CH,CO,DO,HW,MO,OW
EERW;AR,AV,EP,EV,GR,IR,IV,LM,OR,OV
EERY;AT,TU,TW
EESS;HH,HT,OT,TT,TU
EEST;OS
EESV;BE,BU,CU,CZ,EH,EK,KO
EESW;AG,AV,CH,HH
EESX;AP,EM,MO,OP
EESY;GO,KK,OZ
EESZ;CV,DT,EH,EN,NY,OY,TT
EETT;AD,AM,AP,BD,BR,CD,CR,DF,DJ,DP,DR,DV,DX,ER,FR,GR,IP,IY,OO,PR,RR,RT,RV,RX,ZZ
EETV;AH,AL,CH,DO,DT,DU,EE,EG,LL,LV,LW
EETW;CH,HO
EETY;AL,AR,CP,DW,EL,FP,FR,GL,IT,LM,LW,OP,PR,RU,RW
EEVY;AJ,AP
EEWX;AY
EEZZ;BI,BL,DF,IL,TT
EFFI;AN,AP,AW,GN,GU,GY,LP,NT
EFFJ;DE
EFFM;DI,DU,IO,LU
EFFS;AG,EU,FO,OR,RU
EFFT;AC,AH,AR,CE,DI,EE,EO,IN,OR
EFGL;AB,AN,AR,DE,DY,IN
EFGS;AD,AF,AN,BO,DI,DO,DU,IN,IO,IR,IU,NO,OR,OY,RU,UU
EFHM;CI,DU,UY
EFHS;DI,IS,NO
EFHT;AD,AF,AR,OR
EFIK;CL,LO
EFIL;AB,AC,BE,BM,CK,FP,PP,WY,ZZ
EFIN;NU,ZZ
EFIR;OO,OW
EFIS;GO,GU,QU,ZZ
EFIV;DF,IX
EFIW;AF,OR
EFKR;CU,DE,DO,NU,OR
EFKS;DU
EFKY;CL,FO,IR,LU
EFLL;BE,DE,DU,EO,ER,GU,OT,OW,RU
EFLO;AD,AV,BO,CF,DD,DO,DW,EL,FP,LW,OZ
EFLP;FI,FO,IP,IR,NU,PU,RU
EFLS;
EFLT;
EFLU;AC,AN,AW,BF,CF,FX,NN,NP,PP,ZZ
EFLW;AD,AF,AU,DE,DO,ER,IY,LO,OR,OU
EFLX;AN,AS,DE,DU,ER,ES,FU,RU,SU
EFLY;BE,CE,CK,DE,DF,DG,DM,IN,IW,MN
EFMR;
EFMS;DI,IT,LY
EFMU;AG,HY
EFNO;AM,DD,DF,DI,DN,DU,EM
EFNR;CE,CH,DE,DU,EE,EN,EU,KU,MU,NU,TU
EFNS;LU
EFNT;AJ,AN,AT,LU,RU
EFNU;AA,AL,AR,AS,ER,GI,GL,IN,IS,KR,LN,LP,LS,LT,MR,NR,RT,ST
EFOR;BE,DD,DK,DO,EH,HO,IO,IW,OW,WW
EFOS;AV,BG,BU,CI,CU,FF,FI,FT,GI,GY,IT,TT,TU
EFRS;DU,FU,GU,LU,LY,RU,RY,UZ
EFRT;DU,FU,LU,NU,RU,TU,UU,UX
EFRY;BU
EFSS;
EFST;DO
EFSU;AC,AN,AR,AV,BO,BU,CO,FR,GI,GR,GU,IN,IQ,IR,KR,OR,RR
EFSW;DO
EFSY;AH,AN,AR,ER,GO,IW,NO,OR,RR
EFTT;DE,DU,EL,ER,FU,RU
EFTW;OR
EFUZ;LZ
EGGL;AA,AD,AG,AH,AN,AR,AW,DU,GU,JU,MU,PU,RU,TU
EGGS;DO,DU,EL,ER,EV,IL,IN,IU,NU,OP,OR,OU,RU
EGGT;AD,AE,AO,AR,DI,DO,DU,HO,IL,IR,LO,LU,NU,OR,RU
EGGY;AR,DR,ER
EGHP;DE,LM,LU,OR
EGHU;AC,DG,EN,NO
EGIL;IJ,IL,PY
EGIN;AN,AU,AZ,NU,OO,ZZ
EGIS;CO,DF,DH,DM,DO,FO,HK,HW,MM,MO,OO,OP,ZZ
EGIT;AD,AU,AY,BB,BF,CO,DD,DE,DF,DG,DM,DT,DU,DW,EF,OY
EGIV;AL
EGKS;AM,AT,HI,IL,IR,LU,MU,NR,RY
EGLN;DE,DY,EL,EM,EN,ER
EGLO;AT
EGLS;
EGLT;BO,GO
EGLU;AE,AL,AP,GG,GJ,GP,OV,ZZ
EGLY;CR,IP,NT,RY
EGMN;
EGMR;
EGMS;BE,BO,DI,DO,EL,IL,IM,IO,IT,LO,OO,OT
EGMU;AF,AY,AZ,EG,IP
EGNO;BD,BE,BI,BY,DD,DG,DO,DT,DW,EX,GG,IO,IT,IW,KY,OT,OY,TT,TU,XY
EGNR;BU,DU,GU,HU,LU,MU,NU,PU,TU,TY,UY
EGNS;
EGNT;CO,DO,OO,OR,OT
EGNU;CI,EH,FI,HO,HR,IK,IN,IR,NN,NO,NR,RY,VY
EGOR;AA,AH
EGOS;AC,AG,AH,AM,AP,BF,BI,BM,BU,BY,CI,CK,CU,FI,FY,GP,GU,IM,IP,MU,PU,PY,YZ
EGOT;CI,CN,GL,IN,NO,NT,PP
EGOV;AY
EGOY;AV,KN,MN,NR,NX,RS,SZ,UV
EGPS;DO,GO,IN,IO,IR,LO,NO,OO,OR,OY,RY
EGRS;
EGRT;DU,GU,LU,MU,NU,NY,SU,TU,UZ
EGRU;IN,IZ,NN,NT,NY,TT,TZ
EGRW;DE,DO,ER,FO,GI,IN,LO,OR,PU
EGRX;ES,EY
EGRY;IT,LU,LY,NO,NT,NU
EGSS;IL,IN,IR
EGST;
EGSU;BO,CO,FU,GO,OV
EGTU;BD,DG,DI,DR,DT,GR,MR,RT,RZ
EGTY;AI,AR,AY,EL,HI,IR
EGVY;AO,AR,IN,NU,OU
EHHS;AD,AP,AR,AS,CU,DI,DU,ES,EW,GU,II,IK,IS,RU,SU
EHHT;ER
EHIK;AC,AN,AW,BB,CI,CY,MV,NO,NU
EHIL;AB,AD,AM,AN,AR,DE,DL,GG,GN,LR,MU,PR
EHIR;AC,AG,AJ,AL,AY,AZ,CC,CG,CO,CP,GH,LL,LO,LP,OP,PP
EHIS;AG,BG,BU,GW,HI,PZ,ZZ
EHIV;AN,ET,KM,LT,NU
EHJU;
EHKO;IR,OR,RW
EHKS;DU,EL,ER,ES,LW,RU
EHKT;AA,LP
EHKU;CD,CL,CN,DL,DS,IN,NR,NY,RS
EHKY;AW,CC,CE,CI,LW,NU
EHLL;AF,AL,AT,DE,DI,DU,ER,IR,RU
EHLM;BU,CU,DE,ER,ET,GP,IU,MU,NU,TY
EHLO;BB,NP,PP
EHLP;ER,GM,GU,IR,KT,MO,NO,OP
EHLR;BU,CE,CO,DO,DU,EE,EL,EM,EP,IL,IO,IP,IT,LO,LU,OT,OW,RU,TU,UY
EHLU;BM,BR,DD,DK,DL,DP,DR,EN,IM,LR,MM,MN,RR,RT,RY
EHLY;EN,EW,KW,RU
EHMO;NP
EHMP;AL,AR,DU,EI,EN,ET,GL,LO,NO,NU,RU
EHMR;
EHMS;DU,SU
EHMT;CU
EHMV;CI,IK
EHNO;AB,AL,EX
EHNR;AC,AD,AG,AK,AT,CD,CF,CT,CW,DE,DU,EN,ET,GU,KU,TU
EHNS;
EHNT;
EHNW;AT,AU,NU
EHNY;BC,CI,EL,ET,GI,HP,IT,IW,KU,LP
EHOP;BE,LM,LP,OO,OY
EHOR;AG,AX,BB,BK,EF,FO,GG,IK,IL,KO,KY,LL
EHOS;AB,AG,BO
EHOT;BE,BI,CU,IT,XY
EHOV;PU
EHOW;DF,DI,DK
EHPS;DI,DU,IR,IZ,RU
EHPT;AC,AG,AN,AR,AY,EM,ER,KL
EHPW;AA,AS
EHPY;HN,NO,OO
EHRS;
EHRT;LU,NU,RU
EHRU;BL,DL,DN,FF,FR,KN,LL,LR,LT,LY,NT,OP,OT,RT,TW
EHRY;CO,CT,KO,LU,OT
EHSS;BU,EG,EH,EK,EL,EM,EN,ER,ES,FL,GU,HU,KM,LL,LU,MU,RU,RY,SU
EHST;
EHSU;BD,BI,BS,DD,DH,DK,DM,DN,DP,DS,HS,IM,MN,MS,PS,SS
EHSW;DE,DI,EH,EP,GI
EHSY;GG
EHTT;CH,DO,DU,GO,OR
EHTW;DE
EHTY;AD,AP,AR,EN,GI,IN,OR,OX
EHWW;DE,EN
EHWY;AK,EL,EY,EZ,IN,KL,RR
EIJV;
EIKK;AB,AP,BI,CD,CR,DN,DR,EI,ET,LN,OO,RY
EIKL;BB,BE,EE,EP,ET,FO,IL,IT,OO,OX,TT
EIKM;AT,CY,HV,MR,RR,TU
EIKN;AH,AT,AY,BU,CT,CW,HU,JT,JU,TT
EIKP;AK,CL,CT,EL,EW,PT
EIKR;AR,EE,MM,MR
EIKS;CE,CI,OZ
EIKT;AL,AM,AN,CL,CN,CP,CT,CW,CY,EK,EL,IL,JN,LN,LT,MU,NT,PP
EIKV;HM
EIKY;AN,BO,CH,CM,CT,GN
EILM;BB,BF,BW,FT,ZZ
EILN;BB,BU,BZ,EE,EL,EP,IL,LP,PP,PU
EILP;EK,EN,ET,FF,FP,GN,GT,GY,LN,LU,NP,NT,NU,PT,PU,TU,ZZ
EILR;IR,IW,IX,RU,UW
EILS;
EILT;IK,IL,JL,LM,LW,MP,MY,PP,VY
EILU;AC,AD,AQ,AV,BD,BJ,BN,BR,CK,CN,CQ,CR,DL,FR,KN,LP,NN,NP,NR,NV,PP,PR,RR,RW,VV
EILV;CP,HT,TT,UV
EILW;BB,BM,BO,BT,EL,EV,FY,GG,GT,IL,IR,KN,LR,LT,LY,MP,NN,NT,OO,OR,RU,VY
EILX;CI,IR,KO
EIMM;CN,EE,IJ,NU
EIMN;BN,EP,MU
EIMR;BE,BU,UV
EIMS;BO,BU,GO,IP,JO,OP,OU,OV,PU,UV,ZZ
EIMT;AK,AM,AT,BE,GL,KU,LL,LO,LU,LY,OV,OY,YZ
EINN;CO,CT,EG,EI,ET,FG,GI,GM,GW,HI,HN,IM,IT,KO,MT,MX,OO,OT,OY,TT,TY
EINO;AC,AN,AZ,CD,CG,CN,CT,CX,DF,DH,DI,DJ,DN,DT,GH,GO,GT,GW,HT,IZ,JN,NO,NT,NY,OT,TT,TW,TX
EINP;AC,AL,AM,AP,CH,CI,CL,HP,HX,LL,LP,LU,PW
EINR;
EINS;QU
EINT;BN,CE,CI,CJ,CK,CN,CO,CY,EN,EV,EX,IN,IV,JK,JY,NO,NV,NY,OO,OX
EINV;CH,HU,IT
EINW;AL,KL,LN,OP,PP
EINX;BO,HP,OT
EINZ;FZ,GL,GR,GZ,IO,QU
EIOU;BG,MS,PT,ST,TT,TV
EIOW;CP,GN,LO,NP,NV,OP
EIPP;AG,AL,AN,AY,BU,EY,FL,GN,GY,HI,HN,IL,IY,KN,KO,LM,LN,LU,NO,NW,UY
EIPR;EE,EX,HO,IU,OU,OX,XY
EIPS;IM,MU,QU
EIPT;CC,CK,CO,EL,GL,HO,JO,LO
EIPW;CO,EE,EK,LM,NO,NP,OO
EIPY;AM,AP,CL,CM,CR,DP,EP,GL,GM,GP,GR,IP,LR,MU,PR,PU
EIPZ;AZ,LZ
EIRS;
EIRT;OO
EIRU;BG,BL,BM,BR,FG,FL,FM,FX,GL,GZ,HM,IP,KP,KY,LP,LR,LW,MM,MP,MV,PP,PR
EIRV;BI,CU,CX,MU,QU
EIRW;AG,AL,AM,AX,AY,CK,GG,IL,IZ,LL,LU
EISS;AJ
EIST;AT,EJ
EISV;MO,MU,UZ
EISW;AG,BG,CH,GH,MM
EISZ;CO,FZ,GZ,HZ,IV,JZ,KO,MZ,OZ,UV,ZZ
EITT;CK,DD,DG,DK,DO,DT,DU,EY,IT,KS,OT,OU,SS,SY,TX
EITU;AD,AG,BF,BY,DD,DG,DM,DT,HM,KM,OT,OV
EITV;DN,HL,IN,LN,LO,LT,LY,MO,NN,OU,OV
EITW;BL,GL,LL
EITX;CE,CO,DE,EN,NO,PR,TT
EITY;AG,AL,BU,CC,CK,CM,CN,ET,FR,GH,GN,GO,GR,HN,HW,JN,LM,LN,LR,LT,LV,MN,MO,MZ,NN,NR,NT,NW,QU,RV
EITZ;AN,HN,HR,MY
EIVV;AC,AD,LU,LY,OT
EIVW;EL
EJKO;
EJKR;DE,ER,IN,NU
EJKU;IN,NR,NT
EJLL;DE,IT
EJLO;AC,GG,RT,RW
EJNO;CE,CU,DI,IN
EJOS;CO,DH,DI,HP,HR,HS,IM,MO,MT,RS,SS
EJOY;LL
EJPU;AD,DM,MR
EJRU;AB,AD,BO,CI,DD,DG,DI,EQ,IN,KN,MP
EJSS;AI,AP,AS,AY,HO,OR,OS
EJST;BO,IV,LO,MO,NO
EJSW;EI,EL
EJTU;AB,AG,DT,GL,IL,KN,OT
EJUV;
EJUX;
EKKS;DO,OP,OR
EKLL;DI,II,IR
EKLO;DH,DI,DO,DP,FI,IO,IX,NU,OR
EKLP;CI,CU,DO,HT,OT
EKLS;CC,CR,CU,DU,GU,RU
EKLT;CE,CI,DI,EI,ER,HP,II,IR
EKLU;AT,BC,BD,BR,CD,CH,CI,CM,CN,CP,CR,CS,DH,DR,DS,EE,IN,MM,MS,NO,NR,RR,RS
EKLW;IN
EKLY;CC,CF,EM,EN,EW,FU,HW
EKMO;AC,AT,CD,CR,NY,OP
EKMP;AU,DE,EL,ER,OO
EKMR;CO,CU,DU,EE,EP,IL,IM,IN,IR,RU
EKNO;BC,BK,CL,GY,LU,MY,UY
EKNP;DO,EP,RU,TU,UY
EKNR;BU,DU,FU,HU,JU,LU,PU
EKNS;LL
EKNT;CI,DI,IJ,IR,IT
EKNU;AC,AM,AR,BB,BG,BI,BR,CH,CL,EM,FR,GI,HI,HR,HY,IJ,IL,IP,JR,LO,LR,OY,PR,PY
EKNW;CI,DI,GI,IL,IR
EKNY;AE,AI,AL,AR,EL,GI,GO,HO,HU,IP,MO,OR,OU,PU
EKOP;CC,MO
EKOR;EV,HO,LO
EKOS;AI,EV,IZ
EKOT;BO,CC
EKOW;CD,DH,ST
EKOY;BI,CO,FF,GN,MN,NU
EKPR;AC,AD,AH,AR
EKPS;
EKPT;AC,CI,HL,IP
EKPU;AM,CL,EP,IN
EKPY;
EKRS;HU,LU,RU
EKRT;
EKRY;AB,AC,AF,AN,CU,UV
EKRZ;
EKST;BU,CU,MU,PU
EKSU;ER,FL,FR,GL,GM,HR,IM,LM,LR,MT,RR,RT
EKSW;CR,IT,NO,OT,RT
EKSY;AJ,CK,EK,EV
EKSZ;IN,IO
EKTY;AC,AW,CI
EKUY;CR,FL,HN,IR,NO,OR,RT,RV
ELLM;AB,AD,AT,AY,DU,NU,OW,PU,RU,TU,UV,UY
ELLP;DE,DI,DO,DU,EO,ET,II,IN,IU,MU,NO,OR,OX,RU,TU,UW,UY
ELLS;QU
ELLT;AB,AC,AG,AH,AI,AM,AP,AR,AT,AW,BI,CO,DI,DO,EE,EG,EN,EP,ER,EV,FI,FO,GI,II,IJ,IM,IN,IO,IR,IT,IW,OR,OX
ELLV;AD,AF,AI,AY,IY,MU,NO,OY
ELLW;AI,AN,AR,AT,BO,EI,EN,FO,II,IR,IT,MO,NU,PU
ELLY;ER,IV,MU,OV,PU
ELMO;LW,MP,OP,ZZ
ELMR;TY
ELMS;
ELMT;BU,DE,DI,EH,EP,ER,ET,FI,GI,IL,IP,IR,IU,LU,UU,UW
ELMU;CH,CK,LT,TU,TW,ZZ
ELMW;AB,AD,AN,BI,DE,DI,ER,IP,LO,TU
ELMY;CE,DE,DF,EK,ER,FN
ELNO;
ELNS;KT,PT
ELNT;DE,EL,EN,EP,ER,ES,ET,PS,PY,TY,XY
ELNU;BB,BE,BI,BY,EH,ER,EV,FN,FP,IK,IN,IP,IR,IV,IY,KR,LU,LW,NR,PP,RU,RZ,ZZ
ELNY;BB,BN,BT,BU,BZ,EH,EK,EV,EX,FM,GT,HP,PT,TT,TX
ELOO;AZ,CM,CN,CR,CT,FT,FZ,GG,KR,MP,NT,NW,PP,PR,PT,PZ,RT,RW,TT
ELOP;CM,CP,FF,HM,HP,KT,LX,MM,MO,OP,OT,OZ,PP,PT,TT
ELOR;HT,JT,KO,OT,TT,TY
ELOS;ZZ
ELOT;AE,AG,AP,AR,GG,JR,LR,LY,OP,OR,PP,PR,PU,PY,RU,RY
ELOV;BE
ELOW;FL,FU,GG,IO,LM,LY,YY
ELPR;
ELPS;
ELPT;BE,DE,DO,EI,EL,EM,EN,ER,ET,GI,HK,IM,IN,IO,IP,IR,KO,NO,NY,OO,OP,OR,OT,OY,RY
ELPU;BW,EP,FN,FP,GG,GH,GN,IL,IN,IP,LW,LY,NP,QU
ELPW;AD,AR,BU,DO,IM,LU,OR
ELPX;AL,AO,DU,LO,OR,SU
ELPY;DE,GI,LU,NT
ELRU;EL,EN,HL,HY,IN,IW,KN,LL,NN,NU,NZ,WY,WZ
ELRY;CC,CG,GU,GY,HU,OV,OW,UW
ELSS;HP,KM,KP
ELST;HT
ELSU;EQ,EV,LQ,LV,ZZ
ELSV;HY,MU,RU
ELSW;
ELSY;CC,IX
ELSZ;CO,GO,NO,OO,OU,OZ,PT,PU,TU,UZ
ELTT;BU,CU,GU,HS,NU,NY,RU,RY,SU,SY
ELTU;MU,MW,MY,OT,OV,OZ
ELTW;AG,AH,AL,AT,BI,GI,IL,IN,MU
ELTY;AB,AE,AI,AN,AT,BN,EE,EG,GN,IN,IT,IV,NP,NT,NX,OP,OT,OZ
ELUX;FF
ELUY;DN,DR,HR,LP,PR,RW
ELVY;EN,HS
ELWY;AB,AE,AK,AR,EH,EK,FI,HK,IV,OR,OY,RU
ELZZ;BE,ES,FU,GU,MO,MU,NO,NU,OS,PU,SU,UW
EMMO;CR,EN,EP,ER,EV,LP,MT,NN,NT,RY,RZ,YZ
EMMS;DU,RU,UU
EMMY;CH,OZ
EMNN;AD,AF,AP,AR,AT,AV,BI,DE,EF,EP,GI,II,IT,IX
EMNO;AB,AC,AF,AP,CO,EF,EM,HP
EMNT;CE,DE,EE,EG,EH
EMNU;AC,AD,AH,AK,AP,AQ,BB,BD,CI,CP,DH,DO,HI,HP,IM,IX
EMOP;AC,AN,AZ,CL,CU,EM,HL,HN,IM,IN,KO,LM,LO,LU
EMOR;EM,MY,MZ
EMOS;AG,EX,GI,IJ,IX
EMOT;AK,FI,IV,MM
EMOU;CP,GN,GR,RT,RV
EMOV;LU
EMOW;LL
EMOZ;AP,BI,MR,MY
EMPR;BU,DE,DU,EK,EN,HU,JU,LU,MU,PU
EMPT;AE,EH,EL,EX,MU,PU
EMPY;AI,CI,DG,DU,GI,IU
EMRS;MY
EMRT;LY
EMRU;AI,AK,AQ,AV,CI,CK,CM,IM,IP,IV,JP,MM,MP,OV,PP
EMSS;HK,KL,KR,LL,PR
EMST;
EMSU;CC,CH,CI,HI,IK,IV,MU,ZZ
EMSW;IM,NU
EMSY;BU,IK,IR,KN
EMTU;AC,AH,AL,AM,AT,BL,CH,CT,EE,HI,IK,IL,IP,LL,LU,LW,LY,MP,PP
EMYZ;IT,MO
EMZZ;AU,DU,IL,IN,IS,LU,SU
ENNO;AI,AN,AV,AY,EZ,IJ,IK,IL,IO,IY,NP,PU
ENOP;DD,DE,DK,NN,NU,PU
ENOR;
ENOS;
ENOT;EV,EW,GI,GO,GT,GU,IO,IT,IW,IX,TU
ENOV;ET,EZ
ENOW;AP,ET,GI,GP,IP,IT,NT,PY
ENOX;CI,CV,EG,EH,GY,IR,IT,MY
ENOZ;EN,EV,II,NT
ENPR;WY
ENPS;CU,GU,MU,NU
ENPT;CE,DU,EL,EU,KU,LU,LY,NU,TU,UU,UW
ENPY;AR,ER,HH,HL,KU,LT,RU,RW
ENRS;
ENRT;CH
ENRU;BB,BG,BK,CL,CY,FK,GG,GH,GL,GY,HK,JK,KL,LU,LZ,ZZ
ENRW;CH,DU,NU,PY,VY
ENRY;BI,CU,GU,IP,IW,PU,PW
ENSS;CU,LL,LU,MU,RU,UW
ENST;
ENSW;
ENSY;GI,JX,MZ,QU,UX
ENSZ;EE,EY,MY
ENTT;AB,AD,AF,AL,AN,AO,AP,AR,AT,AU,AX,BO,DU,GO,JO,KU,LO,LU,MU,NU,OP,OR,OU,PU,RU
ENTU;AB,AP,AQ,AT,BN,NP,NT,NU,OT,PT,PU,VX
