AAAARR;MPTT
GIMOSS;ABLL,ADMT,ADTT,AIMT,BBHT,BILO,CHIT,DHLT,ILOT
GIMOSY;EHUZ,NNOT,PRUU
GIMOSZ;ACTY,ADET,AELR,DINO,EHUY,ELOY,IINN,LOTY
GIMOTU;AANT,ABEN,ABNR,AFIN,DIIR,LPRU
GIMPSU;HMUW,MMUW,ORUY
GIMRSU;BELT,CEIR,EEEF,EEFV,EOOR
GINNNO;AAHS,AATT,AMTU,EIPS,GTUU,HNTU,IIUZ,MTUU
GINNOO;ABDR,CCCT,CDFU,DPRU,FOTT
GINNOS;EEEX
GINNOT;CCCO,CCEE,CCEF,CCEJ,CCEV,CEEL,CEMM,EELM,EEMT,FOOT,MNOO,NOOP,NRUU
GINNOW;
GINNOY;ABET,ACCE,AKLS,DKKL,DLUW,EMOS,ILNT,LLUV,LOSW
GINNOZ;EILV,EIMT
GINNPW;EEES,EGIO,GISU
GINNPY;ACLR,AKLR,AKLS,ALPS,CERT,CHIL,EEHT,EHRS,EILR
GINNRU;HRUY
GINNSY;AGHL,AGLL,AKLO,AKLP,ALLR,ALPP,BBLU,FFIL,FGII,GLOU,IKLT,ILTT,LOOW
GINNTU;
GINNTY;ABEO,ABIL,ADIM,AEMW,AFIL,AGLL,AGLW,CEIL,CEPR,CIIL,DEIL,EEHP,ERSS,FIIR,GILL,GILS,IILV,IKLL,IKLS,ILNO,ILST
GINOOP;
GINOOS;
GINOOW;CEMR,GLTU
GINOOZ;ADIO,CHSY,CILR,IRRS
GINOPR;
GINOPS;
GINOPT;IIMZ
GINOPU;
GINOPX;ABOS,CELM,DEIR,DENU,EILT,FIST
GINORS;
GINORT;
GINORV;CINT,IILT
GINORW;EERW
GINOSS;
GINOST;
GINOSW;
GINOSY;
GINOSZ;AALL,AILL,AILR,CHOY,IORR
GINOTT;
GINOTU;BEGG,CIOV,IJNN,IJNX
GINOTV;CCIN,CINR,DIRU,DNOW
GINOTW;
GINOTY;ABEN,BCOT,BIIL,CEHR,CITU,EEER,EFPR,EFRR,EHNU,ELRW,EMOR,ENRU,EPRV,ERTU,FFIR,FIMR,FIRR,ILNN
GINOTZ;IIMP
GINOVW;DNOT
GINOWW;EERR
GINOWY;BEER,CDNR
GINPPU;ANRW,FIYY
GINPRS;
GINPRU;
GINPRY;IITZ
GINPSU;
GINPSY;IKLM,IKLP
GINPTU;DLRU,GHIL
GINPTY;AACL,EEHN,EELT
GINPXY;AHSY
GINQSU;AEEM,AEGS,CEHL,CEHN,CHIN,HOOS,IMOT
GINRRU;AALT,AAMT,AEIM,AILZ,AMNY,AOOT,AOTW,DEEE,DEEV,EETT
GINRST;
GINRSU;
GINRSW;
GINRTU;AALR,AALY,AGIL,AILL,DLPU
GINRTY;BFIU,CCIL,FFIO,FFIU,FHIU,FIIN,FILL,FIMO,FINO,FIOR,GLNU,HILV,HILW,IIPZ,ILMM,ILNU
GINRWY;BEEO,CDNO,ELLO,ELOT,FLNO,HILL,HILT,IKST,ILLS,LLOP
GINSST;
GINSSU;ENTT,EPTT,ERVY,ETTT
GINSSW;
GINSTY;FIJU
GINSUU;ABLL,ACOP,ACPT,BEEL,BHLN,CCSS,CILN,COOT,DFIO,EHIP,ELMO,FHLN,GHOT,HNTT,HOPT,MMOT
GINSVY;EFIR,ILRT
GINSWY;GILN,HILS,IKRT,ILLR,ILMM
GINTWY;AEMN,AGLN,CHIL,ELOR,HILR,IKRS
GIOORV;ACPT,ANTT,DHIN,EEKL
GIOPPS;AHLY,AHRR,AHUX
GIOPSS;ELOO
GIOPST;ACMR,AMRR,CHIL,CHRY,DHLR,DLOO,EHRT,LMOO,LOOT,LOTY
GIOPTU;AAAH,AHLL,LMRU
GIORRS;AADM,ACMM,AHPP,CHIL,CHNN,INOS,INOZ,LLMO
GIORRU;ABHN,ABNT,ADFN,ANOT,ANTW
GIORST;BLOY,CHLS,CHPY,DHLP,ILOV
GIORSU;CCLU,CCLY,DDEW,MPUY
GIORSV;EEHW
GIORTU;ADLV,DIIM,LMPU
GIORUV;ADLT,DINT
GIOSTU;
GIPPRY;AAHS,AHLO,HHOP
GIPRSS;AAHK,ADHU,ADRT,AMOR,EEEE,EEEI,EGIT,ELTU,LOOT,MOOT
GIPRTU;AEFR,DLNU,LMOU
GIPSTY;AELR,ALMO,CFHO,CHOR,DEOR,ELOO,EMRU,LOOR,LOOT
GIRSST;AAAL,AALM,ACDI,ACHW,ADPR,CHLO,HMOW,HORY,HOTW,LMUU,LOOO,LOOP,LOOU,MOOP,OPWY
GIRTTY;ACOS,AEIV,AHLS,AIMO,ALLN,ENOU,HLOU
GISSTU;AANT,AFIM,AFNT,ANQT,ANTU,EEGV,FLOO,HHLR,ILMR,ILRT,LMRU,LOOR
GJLNUY;ACLO,AINT,BILM,GGIL
GJMSUU;
GJNOOU;ACRT
GJNRUU;AADI,AEGT
GKLNOS;DEEW
GKMOOU;
GLLMUY;AERT,BBIN,BFIN,BHIN,BIJN,BIMN,BINR,DDIN,FLOO
GLLNOY;ACJU,AEGO,BBHI,EEOS,EITU,EMOS,ESSS,FRUW
GLLOOP;ACHI,ALRY,CHII,EGOX,HINO,INRT,INTU
GLLOOS;AAMU,ADEF,CCLY,CHNT,EENY,EMNR,EMNY
GLMNOO;ABNW
GLMOOS;AALU,AEHI,AETY,AHTU,AITT,AITU,AOTY,AOUY,APUY,CCIO,CEII,DEEI,EEGI,EIIS,EIIX,EIOP,IIST,IITX,ILRR,IOPT
GLMOOY;AACL,AOSU,APSU,BIRT,CEOT,FLLU,IMNU
GLMOSU;AALO,AIOT,AOOY,AOPY,BEEN,DEGR,EELR,EENN,EERY,ELRU,EMNR,ENOO,NOPY
GLMPSU;AOOY,NOOY
GLMPUY;AOOS,HINT
GLMRUY;AELT,EEOS,ENOO,INNO
GLMSUY;AADN,ABIO,AOOO,AOOP,EEOR,EGJN,HIPR,NOOP
GLNOOO;BDEG,CHIP,HIOR,IKTU
GLNOOS;CHLT,DDER,DHRT,EELY,ESXY
GLNOOU;BFII,CGIL,CILQ,DETZ,DGIT,DPRT,FIOT,FITW,GIPR,GITW,HITW,IKOT,ILPT,ILRT,IMMY
GLNOPS;HOUW
GLNOSU;
GLNOUY;ACJL,CMOS,FLRW,ILNV,IMMO,IMNR,ORSW
GLNPUU;BDII,CINO,DEHO,DIRT,GGIN,ILOT,INZZ
GLNSUY;AADM,CMOO,EEOR,EOOP,EOOX,MOOP,OOPY,OORW
GLOOOY;AMSU,BEIX,GLSS
GLOOPR;AAMR,ACET,AEXY,ALLY,CIOT,CITT,DITT,FHIT,HMOY
GLOOPS;BHUY,CCHI,CDEI,CHYY,DEEI,DEIO,DEUY,DIOT,EHIU,EHPY,EIMO,EIOS,HIYY,HNUW,IMOT,IOTT,IOTU,ITTY,ITUU
GLOOPY;EHPS,EIRS,HHPT,HISY,ISTT
GLOORY;AHHP,ALLP,BDIN,DDEN,DETT,DINP
GLOOTU;AACR,ACIT,BDIL,DENZ,DGIN,DNPR,FINO,FRUY,HHRY,IKNO,ILNP,ILNR
GLOPPY;AAHI,AHIS,AORY,EHOS,EHRT,HHOT,INOS
GLOPSS;AIMN,AINN,DIKN,HITT,IORT
GLOPTU;AHIL,DNOR,IMRU
GLORSW;DILN,FINO,NOUY
GLORWY;
GLOSST;ACHL,CDIK,CHIR,CIKW,DHIM,HIPT
GLOSSY;AEHM,EIMO,EPTY,GLOO,IIMO,IMOT
GLOSTU;AACE,AACN,AFII,EENS,EGJU
GLRRRS;AEIU
GLSUUV;
GMNNOO;ABLW,AEEN,APRR,BELW
GMNOOS;AMOU,HOOU,ORRT,OUYZ
GMNOST;OORR
GMNOSU;AMOO,CLOY,HOOO,LOPY,NOOY,OOYZ
GMNSUU;IMRR
GMNTUU;AEMR,IJOP,INNO
GMNUUZ;ILNZ
GMOOPR;AALR,CEHI,HLOY,HYYZ
GMOORS;ADRU,AFHT,AGRT,ATTY,CEHN,DEHT,EEIV,FHTU,ILLR,NORT
GMOOTU;
GMORSS;BCEU,EEEN,EETU,EETW,EPYZ
GMPRSU;IOUY
GMPRUY;EMUW
GMPSUY;ALOO,EIRT,HILR,IORU,LNOO
GNNOOR;DGIO,DGIW,DIPU,GIIV,GINW,IIMT,IINT,IIPT,IKNW,IKTW
GNNOUW;AIMN,GIIT,IINT
GNNSUU;BINR,DEIR,EEOR,ENRR
GNOOPS;ARRT
GNOORT;ABEG,ACEY,ACJU,ADOR,AELP,AEXY,AHLO,BEHM,DLPU,EEHY,HHUU
GNOOSZ;CHIY,DIIM,EGIR,IIRR,MOUY
GNOPPU;ACNY
GNOPRS;AORT,BCKU,HNOR
GNOPRU;ACDM,ADLY,AEMM,DORX,EOSY
GNOPSY;BEHO,CHOY,EEES,EEHZ,EHOU,HOUY
GNOPTU;
GNORST;DNUU
GNORSW;ACRU,DEEO,DEHU,DENU,EEMN
GNORSY;ADHU,ADNU,AMOT,LOUW
GNOSUY;ACDE,ADHR,ADNR,AEHX,CLMO,COOT,EHOP,EILS,ELOP,GILN,HOPY,IMOS,LMOP,LOPY,LORW,MNOO,MOOZ
GNOTUU;AIJL,AILV,BDIN,BEEL,BGIL,BIKL,DEIL,DGII,GINN,HINT,IJMP,IJTT,ILLP,IMNN,IOQT,IPTT
GNPRSU;BCKO
GNRSTU;AAAG,AFHU,AMYZ,BCOO,DOOU
GOOOOR;
GOORSS;ABEN,ABIN,ADEN,AEGS,CINN,EEEN,EENT,EGIN,EINV,EPRU,EPYZ,IINR,IMNN,INRW
GOORTT;AEIN,AELY,AINN,AINV,BERT,CILP,CINN,FHHU,HHUU,INOU
GOORVY;EIJN
GOPPSY;ACHR,AHIL,AHLR,AHRT,ALRU,EHHY,EHLO,ILNO
GOPRSS;ABTU,AEEM,AEHT,AFNW,AHNO,AIMR,CEOY,EEEH,EMYZ,EOYZ,TWYY
GOPRSU;BCKN,ENOY,IMUY
GOPRUW;
GOPRUY;AAHT,DENW,EINS,ENOS
GOPRYY;ACMT,AHLP,AHLX,AHPR,AHPT,EHHT,HMOZ,ILNS,ILNZ
GORRTU;AABR,ABIN,ABJO,ACOR,AINO,AINW,CINP,DINP,INPP
GORSTU;BCNO,DNNU,DNOU
GORSUU;ADEH,AEHS,AEIN,AITT,BIIN,BILU,CCIL,CCIN,CINT,DNNT,DNOT,EENN,EFIT,EHHO,EIPP,EPPR,HINT
GORSUY;ABDD,ACIL,ADHN,ADNN,ALPP,CCIL,ILLO,ILOR,ILOV,IMPU,LNOW
GORSYZ;CIOP,EILL
GORTTU;EEHN,EILT,FHHO,HHOU,HHPU
GORTTY;AEEN,AIIM,DELO,EEFR,EINU,HILU
GORTUY;EINN,EINT
GOSSTU;AACR,AANR,ABPR,ACHR,AGMY,FILO
GOSTUY;ACCZ,AEGM,AGMS,CNOO
GPRSSU;ABOT,ADHI,AINS,AKLP,ALMU
GSYYYZ;AINT
HHISSY;CIOT,EENP,ELRW,EMNP,EMRT,EOPT,MRTT,OPPY
HHISTW;AGKN,APRT,CDOO,EEGN
HHMMUU;
HHMPSU;
HHMRTY;EMOO,LOPY
HHOOSS;NRRT,OPPT
HHOOSW;CDIT,CDNU,DRTU,EERU
HHOOSZ;
HHRSTU;AEGR,BOOT,CCEI,DDEN,DEEN,DOOW,EIKL
HIIKLM;
HIIKMO;
HIIKOS;AIRT,BELV,CDEO
HIILNS;AAEM,ABCL,ACEO,BGPU,BLOT,CCGK,CEEL,CMOO,ETTW,FFGW,HORT,LMOT,LOTZ,OPRZ,ORTT
HIILPU;AEOR,DEMN,EEMT,GGNN,GGNT,GNRW
HIIMMS;AACN,ABNR,AEPX,AIPX,EERR,NOPR
HIIMNS;AABP,AACM,AACP,AAEL,AAPR,ABMR,ACRS,ACUV,ADMP,AEGR,AGNU,AGPP,AGPW,BEGL,BKPU,CLOO,EFGL,LLOT
HIIMPS;AABN,AACN,AAGL,AANR,AARS,ABOU,ACLL,AEMX,AGNP,AIMX,BKNU,CCOR,CELO,COOR,EKLR,ENOX,ENSS,EORV,EPRU,LOOZ
HIIMST;
HIINOS;AELP,BLLT,DEOP,DEPY,DOTU,DPTY,ELOP,EOPV,LLMT,LLTZ
HIINPP;AAET,AILP,CEOR,CNOT,EENR,EILP
HIINPS;AABM,AACM,ADMM,CERY,DEER,DEET,DEMM,DEOO,DEOY,DIOR,DOTY,EMOX,EOOV,LORZ
HIINSW;CDLL,CEEE,DDEL,DLRW
HIINTW;
HIIOPR;AADI,ABCL,ADEN,AELU,AFLM,BCMO,CCLY,CCTY,CEMP,CEMT,CENP,CMRT,COOT,DEMN,EELN,ELMT,LNTT
HIIOPT;ABOX,ADGR,ALOP,DERS,DESY,ELMR,GNSU,LNRT,OORS
HIIRSS;AABW,AAHM,ABTY,ACIT,ACMN,ACNT,ACTV,ADGN,ALTT,ATTW,BDMY,BDTY,DFNU,DLLP,GLLN,GMNP,GNNU,IPVZ,MNOP,MOPW,OPPR
HIISSX;
HIITZZ;CESS
HIJNSU;
HIJOSS;AELU,AMPR,EKMT
HIKLOY;CSST,EMNP
HIKMUZ;
HIKNRS;CLMU
HIKNST;COTW
HIKRSS;OOPT
HIKSST;DOOP,EEIR,EGLN,EJMO,ELMP,ELOO,LOOO,NNOR,OOPR
HIKSSW;ABLL,ADEN,AEEF,AENP,COPT
HIKSSY;ABCF,ALPR,CLOT,ILTT
HIKSTY;ADLO,AMOR,ILST
HIKSWY;NNOR
HILLOS;BINT,CGOR,FKOR,FOPW,GHUY,IMNT,INTZ,OPRW
HILLOY;ACCE,ACER,ACGT,ACOZ,AERT,AGNT,ARTT,CCER,CDDS,CEGN,GHSU
HILLPU;ACMT,ADRW,AGOT,DMOY,EGOO,EMNY
HILLRS;ACGR,CGOO,FKOO,OOPW
HILLRT;GIMW,INOT
HILLSS;BEFI,CEHM,DEES,ELOP,EMOU
HILLST;BINO,CIKY,EGNO,EGOV,IMNO,INOZ,LMUU,STUY
HILLWY;
HILMOS;CINO,DHOU,EGOO,FOOT,GNNT
HILMOW;
HILMOY;ACDN,ACNT,ACPT,ACRZ,AENP,AHPT,AINP,ANSW,CCCO,CGNO,EERT,EGNZ,EHST,EKNP,NRTT
HILMSU;CKNR,DHOO
HILMSY;AACD,ACPT,ADNP,ANOW,EHOT
HILNPT;AACE,AACN,AGPR,CIOO,EERW,GMUY,GOPR,IORT
HILNTY;AAHP
HILOOT;AAMX,ABCI,ACCI,ACCN,ACCU,AEGN,AIPP,CGRY,EEPR,EGPP,EPRY,FGPR,GNUW
HILOPS;AACY,ACEG,ACHO,AEHL,AIOZ,CCGO,EGLO,EGOU,EGUW,EHOP,EILY,FLOW,FRUW,GOYY,INRZ,LORW,OOUZ
HILORT;AABY,AADR,AAGY,ABDH,AGHP,AGST,DEHW,EHWW,EITT,FGOP,FOST,GNPP,GNTT,GOOS,GPWW,ITTY,OPSY
HILOST;BILN,HINR,ILNZ,INRT
HILOSW;ACER,ADEK,EGPU,LOPR
HILPSS;AAGU,ADIR,AIRV,BCKO,CNOU,DILR,IPPU,LNUY,MOUY
HILPST;ACFR,ACMY,AMRU
HILRST;ACFP,AMPU,CGIW,DGOP,FGPU,FOOT,GOOO,HINO,OOPY
HILRSW;ACEO,ADFY,CGIT,DINW,EFOW,EHSY,GGII,LOOP
HILRWY;ADFS,BDIR,EHSS,GILN,GINT
HILSSY;ACNO,ADEF,AEIN,AEKN,AGLN,BBNO,DORY,EFFR,EHRW,FFIN
HILSTT;ABHO,ABOS,ANOR
HILSTW;CGIR
HILSTY;EHIV
HIMMSY;ILPS
HIMMWY;
HIMNOS;AMRU,APPS,FTTU,ILLT,LPUU
HIMNOY;AADR,AAMT,ABOP,ACCO,ACCR,ACDL,ACEN,ACER,ACLT,ADRS,AELP,AHPR,AILP,ALSW,BDOR,CEPT,CGLO,EGLZ,EKLP,EMOS,EORT,LRTT,MOTY
HIMNSU;AAAR,ADKN,BIKP,CKLR,LOPU
HIMNTU;AGIN,AINO,APRT,BPRT,CEET,CHRY,EENR,EGRR
HIMOPS;AAGO,AEGG,AEGO,AENP,AEXY,EGPU,EINX
HIMORS;
HIMOTY;AAMN,ACFR,ACLN,ACOR,AEOP,AHLP,AHPY,AKRS,CCCE,CCRY,DELS,EELR,EGRV,EHLS,ELPS,ENOR,EOPS,EPSS,MNOY
HIMPRS;AACL,AADG,AAGR,AAIN,DIIU,EIKL
HIMRST;GMNU
HIMSST;ADYY,CKLO,CNOO
HIMSTY;
HIMSWY;ALNO
HINNST;DUWY,EMPU
HINNSY;ACLL,ADOT,AGGL,CCOR,DOPR,DTUW,KORW
HINNTU;ADES,AEMS,AERT,AIMO,AIMY,CEOP,CERS,EEMR,EMPS
HINNWY;
HINOOP;AABC,AABP,ABMO,ACCC,ACCM,ACCR,ACDL,ACLL,BCMO,CDII,CEMR,CHMO,CLPY,CLXY,CMNO,DLPY,EPRR,LMOR,MOOR
HINOPS;AFIK,AHMT,ARTY,ILRZ
HINORS;AOPR
HINOST;AAPX,ADLU,BILL,DIPY,FMTU,ILLM,ILLZ
HINPSU;ABEL,ABRT,ACIY,ACLL,ARTT,EOOU
HINPSX;AAOT,AATY,ACOO,AGYY,AORU,EIKL,EIMO
HINPTY;AEOR,AHMU,EEGN,EOPR,GLMU,OOTX
HINRSU;EILQ
HINSTY;ADNO,AENS,DEER,DEOS,DIWW,EEST,EESZ,EETZ,EORR,ESTT,GIOR
HINSUW;AGNT,GIOT
HIOORU;ABEP,AMNR,BCEP,CLNQ,DGNP,EMPR,GLMO
HIOOSV;CDLR,EGNR,EINP
HIOPPS;ACHT,ADEL,AGRR,AGUX,ALMM,ARRY,DEIM,EHLO,HLOT,ORRY
HIOPRT;ADGI,ADNO,AGHL,ALOY,DNSY,EMMU,EPRY,ERTY,FGLO,GHNT,GKNU,GLNP,GLWW,GNUW,ILNT,LLOS,LOSY
HIOPRU;BEMU,DENT,DGNO,EGNT,EMOR,GKNT,GNTW
HIOPST;AANX,AOTX
HIOPSY;AACL,ABLT,ABMO,AHLT,ANRT,APRR,CFMR,CMOR,EELT,EGNY,EHLT,EILL,ELTT,EMOT,GLOY,HLTT,LORT,NPRR,OPRR
HIORSS;DLYY,GTTW,IPPR
HIORSU;ACLZ,ALMM,DITT
HIOSSS;ACLT,ADEP,AEFN,AEFP,AELN,BENY,CEFM,CEMO,CENY,CIVY,DDEN,DEMN,DENV,EEFR,EEHN,EEKN,EELN,EEMN,EFFN,EHMM,EHRT,GMNT,ILTY,IMRT,LRTT,MRTT
HIOSST;BBGM,BMUU,GRRY
HIOSSW;BEZZ,EEUV
HIOSTW;ACET,BRRT,CDHO,CRTT,DEOW
HIOSTY;AACN,ANOP,CDHI,CHIS
HIOTTU;
HIOTWZ;
HIOWZZ;BESS
HIPPSU;AGOX,EIMR
HIPPWY;
HIPRST;CIRY,DNOY,FNOO,LLOO,LOOY
HIPSSY;AAEN,AAPR,AARR,AEMT,AMNT,DEIT,EEHN,EGNR,EHMN,ERTU,EUZZ,LLNU
HIQSSU;EENP,EOOR,GNOO
HIRRSS;BCOT,IOPP
HIRRSW;BNOT,BOTT
HIRRWY;BDIL
HIRSST;BDIY,EIIN,EINS,GORY
HIRSTT;BOOR,BORW,CKOW,COTW
HIRSTY;AAAG,AADR,ABIS,BEEG,DEEN,EESS,ENPR,EPSU
HIRTTY;ACDO,ACIL,ADER,CEIR,CMOO,EOPR,GLOU,ILOT,LMNO,OOPX
HISSST;AAMN,AINP,DERR,EHOR,GLNO,GMNO,ILOY,IMOR,IMRU,LORT,MORT
HISSSU;ABHP,CIOR,CPTT,IMRT
HISSTW;CGIN,GILN
HISSTX;ACEH,ACER,EENT,ENOP
HISSWY;EELT,EHLR
HISTTY;CEIO,EENS,EENZ,ENSS,ENST
HISTUZ;
HISTVZ;
HIWYZZ;GILN
HJNNOY;ACEK
HKLOOZ;
HKMOSU;AARU,ACRT,AENT,EEOS
HKNOOS;EIPR
HKNOOU;BOTT
HKNOSY;ADRW,CGIL,INRW
HKNRSU;ABGI,CILM
HKNSTU;AEMO,BCOR
HKNSUU;BCDO
HKOOPU;
HKOOSS;ACCK,CCER,CDIL,CDOW,CEFR,CEOU,ERRW,ERUW
HKOOST;BGIL
HKRSUU;AAMO,BCEM
HLLOOO;AHPT,CFRT
HLLOOS;CGIR,CGNT,CHKY,DPPY,FIKR,PPRY
HLLOOU;AABL,EGIP
HLLOOW;ALLN
HLLOPY;ACDL,AERX,ATXY,BEGO,CHOR,ENOP,GOTY
HLLOSU;DIPY,GHIY
HLLOWY;ADEE
HLLSUY;AEFM,AEFT,AFGT,BGIN,CHIR,CIIQ,DFRY,ERST,FLOT,GHIO
HLMOOS;BIPR,DIYY,FIOT,IIPZ,IPUY,PPRY,RUUY
HLMOTY;AEGO,AHLO,BEOP,CCEY,CEPY,HPRY
HLMPSU;
HLMPSY;AACT,AALO,ACIS,ACIT,AEER,AEGL,AESY,OOPR
HLMPUY;DILO,EILN,GINT
HLNOOS;ABIT,ACCG,ADEG,AEGT,AEIZ,BCER,CCTY,CGLT,CMRU,DFUW,DGRT,DRUW,EESV,EIMO,EINT,ELSW,EPXY,GLOO,GPUW
HLNOPY;AAEH,AAGX,ADER,AETT,AHTX,DEOR,EMPT,EOST
HLNOUY;ABOR,ACIR,APST,CGIT,ERST,IRTW
HLOOSS;DITU,FORW,IKOT,ITYZ
HLOOST;ABBD,AFHP,AGMU,BGOP,DGNR
HLOPSS;ADNW,BCIK,CINU,ERTU,GITT,IMUY,LNUY,MUYY,RTUU,RUUU
HLOPSY;AACI,ADGU,AGPR,AGRX,BGOU,CGOY,GIOY
HLOPTY;ACHI,ACIL,AEIL,AENT,AHNX,ALXY,CCII,CEGY,CEII,CEMY,EMNP,GHIL,GHOP,HIOP
HLORSS;AAPT,ABER,ADEG,ADEY,AEFV,AEPW,AEPY,AFLT,AIMP,AIMT,AKTW,ATTW,DEYY,DIYY,EEFH,EFMO,EFMW,EKLW,FKUW,FOOW,OPPY,PTUU,PUUU
HLORSW;ACFT,ACTZ,CKOO,DNOU,FIPU,ILOP
HLORUY;ABNO,ACIN,EMNT,INTW,MOSU
HLOSST;PRUU
HLOSSY;ABPT,ACDO,ACEN,ACIN,ADER,AEGM,AIMP,ALPT,BBIN,BCOO,BDEL,DERY,DIRY,IMPU,LNPU,MPUY,OPPR
HLOSTU;DPRY,EEFM,EEGO,MOOY,PRSU
HLOSTW;AAKN,ACFR,ACRZ
HLOSTY;ANXX,ANXZ,FLLU
HLPRUU;
HLPSSU;CINO,IIPP,ILNY,LNOY
HLPSSY;BMUU,ILNU,IMOU,IOOT,LNOU,LRUU,MOUY,OOPR
HLPSUY;ADGO,AEPR,ANOT,BGOO,DORT,EORT
HLPSYY;AABS,ACIL,AEMS,AOPT,CGOO,COOT,COPT,GIOO,HLOP,MOSU
HLRSTU;AAPR,AIMP,AORT,DOPY,FGIP,OPSU
HLSSUY;AEOP,AERT,BMPU,ELRT,IMOP,LNOP,LPRU,MOPY
HLSTUY;AEFL,AFGL,ANOP,DOPR,ELRS,FLLO,ILST,MOOO
HMMMUU;
HMMOOS;ACLR,AEGI,AERT,ALPY,BEIN,CEER,EINT,HOPR
HMMSTU;ABEN,AHOS,ALLO,AORT,EIOP,GINR
HMMSUU;EOOR,GIPW
HMNOPY;ABIO,AEIL,AHIR,AIIL,CEIT,CEIU,DEOR,EGOR,EIKL,ELPT,EORT
HMNOST;FITU,GIIN,GILN,IILL
HMNPSY;AAPR,ADIL
HMNPUY;AHIT,CEIO,EILL,GILT
HMOOPR;AACT,AAIP,ALTU,ANTU,ATYY,BBEO,CEGI,CEIL,CELY,CHIL,CLYY,DEIP,EIRU,GLOY,GYYZ,HIOP,HIRZ,ILNO,INOO
HMOOPS;BBOT,BEHO,CNYY,CPPY,EHIL,EHNO,IILZ,ILUY,STUU
HMOOPW;
HMOORS;AFGT,EEVW,FGTU
HMOOSS;DKNO,GNPY
HMOOST;AFGR,AGLU,AGPR,BBOP,DLUU,FGRU,FILO,FOPR,OPRU
HMOOSW;ACDT,ADNO
HMOOSZ;IILP
HMOPRS;AEGN,AEKM,ATTU,DEPU,EEEN,EEES,EEEU,EENT,EETT,EETY,ETYY
HMOPSW;
HMORRS;AAPP,AEGI,CIIT,DEEF,DEIT,EIPP,EITT
HMORSU;AACC,AEEX,AILM,AIMN,AINO,AMTT,APTT,DEPP,EEEP,EESW,EJPW,OOPT
HMORUU;ACLN,AIJY,BCEE,BEIP,ENOR
HMOSTU;BISU,DLOU,EEFL,EIMP,FINT,LOOY,OOPR,OPSU
HMOSTY;BHIR,CEIP,CETY,EIPS
HMOSUU;BELT,BIST,CELN,CLNU,EINP,ILNP
HMOTUY;AACR,ELNR,LOOS,OPTT
HMPRUY;FILS
HMPSSU;EEEI,EEIM,EEIT,EIOP,EOPU,OOTU
HMPSTU;ANYY,AORT,EENT,OOOR,OOSU
HMPSUW;GIMU
HMPTUY;ANSY,OOTT
HMRRSY;
HMRRYY;AACL,DEOT,EGOT
HMRSTU;FGOO,GIMN,OOOP
HMSSTU;AALP,ACOO,AHMO,HMOU,OOPU
HMSTUY;ANPY,EEIR,EERR,EIRT,EPRR,LOOO
HMSUUY;LOOR
HMTUYZ;
HNNOOP;AEGL,AGIR,CIMO,EEMN
HNOOPS;AELL,AEPY,EHMO,ELXY,EOPR,EPRR,EPRY
HNOOPT;CEEL,CEER,CERR,EEMR,ELOV,FORR
HNOOPU;DGIR
HNOORS;ADYZ,GNPR
HNOORT;ADEP,ADMO,AEHP,AEMP,AEOP,AGLO,BDNU,BEGM,DEET,DETU,DOUX,EEGY,EEKT,EEMP,EEMY,EMPY,EPPY,FOPR,GHUU
HNOORU;ABEL,ABLY,AIMR,BDNT,CILQ,DGIP,DOTX,EFFG,GHTU
HNOPSY;ACCY,ACHR,ACOZ,CGOY,DINR,GOUY,IPRR
HNOPTY;AACE,AADE,AAGP,ACEY,AELT,AHLX,APRT,CERY,EIPR,EIRR,ELMP,ENRW
HNORST;
HNORSU;AART,ABRU
HNORTW;AAEM,AEEM,AEMR,AEMY,BIRS,ENPY,ESWY
HNORTY;AEEE,AEMW,APPT,BIII,CCII,CEEL,CEEP,CEGI,CEIP,CEPY,EEEG,EEGO,EIMO,EIPP,EIPZ,ELMU,EMOP,ENPW,EOPP,EOTW
HNOSSY;ACEL,ACIL,AEMT,BBIL,BEIS,DEER,DEIM,DEIT,EILM,EIST,ELOT
HNOSTU;AARR,ABET,ACLP,AEKM,AELP,AFIR,AILP,ALPY,FIMT
HNPSXY;AAIT,AGIY,ELOO
HNRTUU;AALM,EIOS,FGIL,GHOO,GIOS
HNSSTU;EIMT
HNSSTY;ACHR,ACIR,ACOP,CEIT,DEIO,EEIT,EEIZ,EGII,EITT,ELOO,IOPT
HNSTUU;AFGR,BENR,DEPR,EIMR,GINT
HOOOOP;DFLT
HOOOOR;
HOOOOW;
HOOPSS;ACIT,ACNT,ACRT,AEGU,AENU,AENX,AGNR,AGRT,AITZ,BDIM,CDEO,CDIZ,CEOR,DENN,DENR,DINR,EORU,FNRT,KNOO
HOOPST;ACLL,AISZ,IILZ
HOOPSW;DINW,FILL,GLNU,ILLR
HOOPSY;ACLL,ACNZ,AENP,AERR,AGNR,CDER,CEGR,CEIR,CGLY,CGNY,CIMR,CINR,CMNY,CMPP,CRRU,DILP,DLLP,DPPU,EGLP,EGNR,EIKK,ELNX,EMMR,ENPR,GILY,GNUY,HILP,HMPR,ILMU,IMNN,IPRR,PRRU
HOOPTT;ANUY,APRY,CILY,CIOX,CIPY,CIXY,EEMR,EERY,EOPR,HILO,HOPR,INXY,MTUY,OPRR,OPRY,ORRY
HOORRR;AEGP,CEIT
HOORST;FGMU,FILT,GILO,OTTW
