AABB;AINRR,EIRRZ
EIMS;
EIMT;
EINN;
EINO;EGXYZ
EINP;
EINR;
EINS;
EINT;
EINV;
EINW;
EINX;
EINZ;CCILY
EIOU;ACCHS,ACGNT,ACJNS,ADDNV,ADGNT,ADNTX,AGNNT,ANOPS,BCCNN,BCFFS,BCHQU,BCMNN,BCMNO,BENNT,CCEMN,CDDMO,CDDSU,CDKKT,CEFFS,CFFOT,CMNNP,DFGNN,DGGNT,DJNTX,DKNNV,DMMNY,DMPPY,DOPSW,EFHSW,EHNPZ,EIPQS,EQQUV,HMNPU,MMNNN
EIOW;AKLMN
EIPP;
EIPR;
EIPS;
EIPT;CEEVX
EIPW;ELLOZ,GLLNU
EIPY;ADHRR,DILLM
EIPZ;BCILU
EIRS;
EIRT;
EIRU;
EIRV;
EIRW;
EISS;
EIST;
EISV;
EISW;
EISZ;
EITT;EEGSX,EEQTU,EGISZ,IMOVY,KKKOO
EITU;
EITV;
EITW;
EITX;
EITY;BCFJO,ORRRT
EITZ;AACLU,AADLY,AADMR,ACCIR,ACGMU,ADERV,ADGGI,AEKMR,AELLP,AKLLW,ALMUU,CCHTU,CCIIL,CCIIR,CEELR,CIIMV,CIPRU,EELLP,EEPRX,EFILR,EGILN,EINRW,ELLRU,GIIMN,GINPP
EIVV;AEKLL,AEMNT,AIINT,BINOO,EGLNT,EINNT
EIVW;
EJKO;CEGLT,ILLOU
EJKR;
EJKU;COOTY,ILLOO
EJLL;AACDK,ABENU,EEIKW
EJLO;ABENY,ABIKR,ABNYY,CEGKT
EJNO;AABBB,ABELL
EJOS;APTUX,DFGRU,EGIPR,MPPRU,MPRUV,PRRUU
EJOY;BCFIT,OPPPR
EJPU;CDEIR,DEIRZ
EJRU;AATTT,IIQTY
EJSS;ILLNO,ILNOW
EJST;
EJSW;AAENR,ACCKR,ADNRU,AERTT,BINOR,ILNOS
EJTU;AARTT,BBNOR,CDINN,CKOOY,DINNO,DINOX,EIQRY,IIQRY
EJUV;
EJUX;AOPST,DINOT,INOST
EKKS;HLOOS
EKLL;AABCD,AACDJ,ACHIK,ACMMU,AIKOO,AOPRT,CCIKO,CHIOT,EFTTU,IJOOU
EKLO;AEMRV,AGNOP,EGIMN,EHRWW,IMMRZ
EKLP;AAAIR,AACJN,AACJO,AACJP,AAMRT,AFOOR,AGNOO,AIIZZ,AIORV
EKLS;
EKLT;BCFUU
EKLU;AABMN,ABLNS,BOOOS,CEOTY,DEIMO,DELNN,DILOT,DOOOT,EHIOS,EILMR,EMOOT,IILPT,IJLOO,IMORT,IORTT,IPPPY,IPTTY,MNPTY,MOOTY
EKLW;FMNOO
EKLY;DNNRU
EKMO;AEHMR,AFRRW,AGHRY,AHMPR,AILNW,ANOQU,ANORR,AORRV,CEHIN,DDGIN,DINNW,DJNRU,EEMRT,EGILN,EILRT,ELOTU,ERRTY,ILMRZ,ILRTU,LOTUY
EKMP;AACDJ,ACDHO,AHMOR
EKMR;BIOOT,EORTY
EKNO;
EKNP;MOOTY,MOOXY
EKNR;
EKNS;
EKNT;
EKNU;BNNOW
EKNW;DEKSU
EKNY;CFIIT
EKOP;
EKOR;
EKOS;
EKOT;CJOUY,HIOOT,IKKOT
EKOW;DMOOS,EIPSS
EKOY;
EKPR;
EKPS;
EKPT;AAENW,ADINR,AEELS,AEHIN,AESTX,AFFIS,AGINR,AILLN,AILLY,ANRRS
EKPU;
EKPY;
EKRS;
EKRT;
EKRY;
EKRZ;AAILL,AEIMT,EEOOP,EIOOT,HILOT,ILMMO
EKST;
EKSU;EEHLO,EHILO,EIOQV,GORSW,IOSST,OOSSU
EKSW;BIOOV,BOORX,DMOOO,FFHIW,IOPPR
EKSY;
EKSZ;AADHT,AAIKM,AAILL,ABCIW,AIMTU,HOOSV
EKTY;BBCUU,BNOTU,CJOOU,GINNO,MNNOY,MNOOP
EKUY;BBCTU,CELOT,CJOOT,LMOOT
ELLM;AAHNP,ACKMU,COPXY,GNORY
ELLP;BFLOY,CHOOT,COOTY,GHIOO
ELLS;
ELLT;
ELLV;AACLU,ABCRU,CHIOR,GHIOT,IOPTU
ELLW;EORRT
ELLY;CMOPX
ELMO;
ELMR;
ELMS;
ELMT;BIINW
ELMU;
ELMW;AILRT,AKORT,BCNOU,BOOOR,EIILT
ELMY;
ELNO;
ELNS;
ELNT;EEEVV
ELNU;
ELNY;CKNPU,CRRTU,GGJMU
ELOO;AGHRR,AGKNP,AHLNP,CCELZ,EKMTU,GHMOU,GLLRR
ELOP;
ELOR;
ELOS;
ELOT;
ELOV;
ELOW;EILPZ
ELPR;
ELPS;
ELPT;
ELPU;
ELPW;AGLNO,ANNTY,EILOT,EILOZ,FGNOU
ELPX;AACTY,FOOSW,HNOOY
ELPY;DIILM
ELRU;
ELRY;GLMNO
ELSS;
ELST;
ELSU;
ELSV;
ELSW;
ELSY;
ELSZ;OPRYY
ELTT;
ELTU;
ELTW;AACRU
ELTY;
ELUX;AABFM,ABIMN
ELUY;AAERT,AHHNT,ALTTX,ANRRV,AQRRT
ELVY;
ELWY;
ELZZ;
EMMO;AABXY,AALRR,AANRR,ACGNO,GGLOY
EMMS;HSTTU
EMMY;CDEIX,CIINN,EEHNT,HHLOP
EMNN;ACIMY,AEKLN,CEERT,EEETV,EEGLT,EEGTV,EEIRV,EEKLN,EGHLT
EMNO;AKOQU
EMNT;
EMNU;COOOQ
EMOP;
EMOR;
EMOS;
EMOT;
EMOU;AEGGH,AKNOQ,BCINN,BCINO,BEHRY,CCEIN,CFINR,CFIRR,CINNT,CNOOQ,ENNOT,GHHTT,HINPU,IMNNN,INQRY,JNRWY
EMOV;
EMOW;
EMOZ;AEGOT,AIILN,CEHNR,CEHOR,CEINO,CHILO,CIINR,EENXY,EIPRT,ENPRY,FILRU,INNOT,IPRTY
EMPR;EEGRR
EMPT;
EMPY;AADLL,DIILL,EFILX
EMRS;
EMRT;
EMRU;
EMSS;
EMST;
EMSU;
EMSW;
EMSY;
EMTU;EKLOO,GHHOT
EMYZ;
EMZZ;
ENNO;
ENOP;
ENOR;
ENOS;
ENOT;
ENOV;
ENOW;
ENOX;CDOOY,CEORT,DFHTU,DGILP,DIILY,ELMTT,FHRTU,IILMP
ENOZ;EEMXY,EGIXY,EHIPT,EHIPU,EIPPT,EIPTT,EITTU,HIPTY,IMTTZ
ENPR;
ENPS;LUUZZ
ENPT;
ENPY;AABLU
ENRS;
ENRT;
ENRU;
ENRW;
ENRY;IILLM
ENSS;
ENST;
ENSW;
ENSY;
ENSZ;EPTTU
ENTT;
ENTU;
ENTV;BLOOV,CGHIK,DOOPR
ENTW;
ENTX;AABLU,AAIRV,AEGOY,AEHOP,AFGOR,AHHLO,CEELL,DFHOU,EELLP,FHORU
ENTY;
ENVY;
EOOS;AEHHP,EHHKK
EOOZ;EEKPR,EGGIL,ELLRT
EOPP;CHNOY,CNNOY,GHHYY
EOPR;
EOPS;
EOPT;
EOPX;AEHNT,AIINT,BEEKR,BEHNO,BEILN,BEPPR,CEINT,EHNTT,EIMNT,IILMN
EORR;NNNNU
EORS;
EORT;
EORU;ABHRR,BEHMY
EORV;
EORW;
EORX;AKRWW
EORY;ADDMR,DDHIX,EGLMO
EORZ;AALMP,EEKOP,EGILU,ILMUV
EOSS;
EOST;
EOSV;BEISS,BIKOW
EOSW;
EOSX;
EOSY;
EOTT;HNOTT,IKKKO
EOTV;BINNO,IINNN,IINPW
EOTY;ABTTY,BCFIJ
EOTZ;CHNOY
EOVW;
EOWY;JMNRU
EOYZ;ADGIN,AEMNP,AIMNN,ALLSU,DHLRY,EEMNX,EGINX,EMNPR,HINPT,IMPRT,INNST,INPSS
EPPR;
EPPS;
EPQU;AAACS,ACEHY,ADDRU
EPRS;
EPRT;
EPRU;
EPRV;
EPRX;AADOR,AHLLU,BEEKO,BEOPP,DENOU,FLSUU,GGINU
EPRY;
EPRZ;DEEFO,EEEFR,EEKOO,EMNOY,GMOSY
EPSS;
EPST;
EPSU;
EPSW;AACKX,HMNOO
EPSY;
EPSZ;ALORY,BHOOO,GMORY,GOORY,LORYY
EPTW;ALNNY,DNOOO
EPTY;HNNRU
EQUY;BILLO
ERRS;
ERRU;
ERSS;
ERST;
ERSU;
ERSV;
ERSW;
ERSY;
ERTT;
ERTU;
ERTV;
ERTW;
ERTY;
ERTZ;AADIM,ABCEI,ACCII,ADEIV,AEEGT,AEIKM,BEEGI,CCIII,CEEIL,CIIPU,EEIPX,EFIIL,EILLU,EITUX
ERUV;
ERVY;
ERYY;AADDM,ABDRU,ADEST,AGHMP,AKOPT,BDEOV,BHOPT,BOPPS,CHOPT,CMORT,CMOTT,CNOOT,DENST,DHLOS,DHLOT,DHLOZ,MOPRT
ESSS;HMPYY
ESST;
ESSU;
ESSV;BDHLU,NOOOX
ESSW;
ESSY;
ESTT;
ESTU;
ESTV;
ESTW;
ESTX;
ESTY;
ESTZ;
ESUY;
ESWY;
ESXY;AABMM,CMOTY
ETTX;
ETTY;CEMOR,CIIRV,CMORY,DEEEL,DIIMR,IIMOV,IORRR
ETVX;AELNS
ETWY;
FFFU;
FFGO;ADIIR
FFGU;
FFHU;GILRT
FFII;AADTV,AAELT,ACCEN,ACDEN,ACORY,BMORR,CCEIL,CDEIL,CDLTU,CEKLL
FFIJ;
FFIK;CEILL
FFIM;AENTX,BIORR,ELUUV,LOORR
FFIN;ALOUX,ANORT
FFIR;BIMOR,LMOOR
FFIT;ACEEV,CEEEV,CEOOU
FFIV;AADIT,ACEET,CEEET,ELMUU,EMOOR
FFIY;DELSU
FFIZ;
FFKO;ANRRT
FFLU;
FFMU;EEETT
FFNU;AAELZ,ABDEL,ACDEE,ACEEL,ACELY,AILOX,AKRRT,CEEEL,DEILT,EILOX
FFOS;AENOS,IINUX,ILLPP,INSUU,LMNOU,LRRUU,ORRUU,RRUUU
FFOT;ACEII,ACEIN,ACIIN,AELNP,CEIIN
FFOY;ACIIR
FFPT;AACKS,AEIKS,AELNO,AHISW,AIILN,ALOSW,CEEOO,EIISS
FFPU;
FFRU;AKNRT,ALLOV
FFTU;AKNRR,ALOOT
FGIO;ADFIR,CCHKT,CHPTY,HLOTT,HLPTT
FGIR;
FGIS;AABLU,AELLL,CIINS
FGIT;CIINY,CINYY,CNNOU,INNOY,INPYY
FGLO;HIOTT,HIPTT
FGLU;
FGNU;AAAEM,AHRTU,EEEKR
FGOO;EHITT,HILTT
FGOR;ADFII
FGOS;
FGOW;AINRR,ELNPU,INRRU
FGOY;AIMRT,CDIIN,CHIPT,DIIMN,IINSS,INSTU,LLNSU
FGRU;ACINN,AIINN,BIINY,IINPY
FGSU;AACEO,AEHTT,AIIMT
FGUU;AHNRT,AILNN,CFINN,HOOTT,ILNNR,IMNOR,INNRT
FHIQ;
FHIS;AALLL,ABCCK,BBILR,CORSS,DORSW
FHMU;EELOT,GOORT
FHNO;AGIMT,AIIKP,AIRTU,BDOOU,CDGIL,CDIRY,DLOUW,IOPRT
FHOO;ADIRY,AGMRT,BDNOU,DGGTU,DILRY,EGITT,GILTT,GMRTU,GTTUU,INPRT
FHOU;ABLRR,BDNOO,BEELV,CCEIL,DLNOW,EGIRR
FHOW;
FIIN;ADDDE,AHKOP,DEIKZ
FIJU;
FIKL;BEEIR,EEHIT
FIKN;AHIOP,CLLOT
FIKR;CHOPT,CLLOO,COOPP,IITUW
FIKS;
FIKU;ACERT,CEIQR,CERRT,IIRTW
FIKY;ABCHS,CHIST
FILL;BCHNU
FILM;FOORR
FILO;GHPTT
FILP;BDEEI,EELTY,GHOTT
FILR;FMOOR
FILS;BDHIN
FILT;AAADL
FILX;
FIMR;FLOOR,ILLOV,ILOTU,LMOTU,LOUVV,MMMOU
FINO;AAEMU,AAFLT,AALTX,ABDOR,ABLTU,AEMTX,AHIKP,ALOTT,BLTUU
FINR;
FINS;
FIOT;ACEFI,ACLLP,ADLNO,ALNOT,BCEJY,CCGHK,CGHPY,DDORW,DORUW,EGHIL,GHLOT,GHLPT,HHRTW
FIPS;AAENU,ACGIR,ACHMR,ACIOR,AGRTW,AIMNR,AOORR,CDEEI,CEENP,CEHHI,CIOOR,DEEEP,DEEMT,DEETU,DEIIT,DINRT,EGOTT,EIPUY,HOOTT
FIPU;AELRS,AERSW,AGNTW,BENOR,DEERT,DEEST,DEIPY,EEGRR,EENRS,EERRT,EERSV,EERSW,EESST,EGNRS,EIPSY,EORSV
FIRS;CHOSS,CIOOP
FIRT;
FIRZ;AHORS
FIST;
FITT;ACCIY
FITX;DLOSY
FIZZ;
FKLO;AENRT
FKNU;AFRRT
FKOR;ABEOT,ADLMO,AELNT,AELOP,AFNRT,EENOT
FKSU;DMMOP,HLORW
FKSY;AAFHI,ABCHI,CHIIT
FLLU;ABFFL,BCHIN,BDLOO,BEHIT,BEOTT,EEEIT,EEIKT,EEKTT
FLOO;CHOTT
FLOP;ABDIR,ACILT,ADIIO,AEKOR,BELLY,EILMU,EORTW,FOOOR,GHITT
FLOR;BIIMR
FLOT;CHOOT,CIKLN,GHIOT,GHIPT
FLOU;BDLLO
FLOW;ACHRT,ADRRY,AEHHT
FLOX;
FLRU;
FLSU;
FLUX;AABEM
FMOO;ADERR,AENRW,AGHRT,BBOPR,BCIRR,BMORR,CDIMY,CDIRR,CIMRR,EENRW,EGPRR,EKLNW,EPRRR,GHRTU,HOPRT,OOPRR
FMOR;BBOOP,BMOOR,HOOPT,IILLV,OOOPR
FMSU;CDIKN,DKMOP,IINOS,IKLNY,OOPPT
FMUY;ABILS,ADILS,AHLLR,ALORR,BILLR,DLLOO,ELLOS,ELLSU
FNOS;
FNOT;
FNSU;
FOOP;ADIIL,AELTT,ALNTU,CEEFT
FOOR;BCIMR,BMMOR,CHIIN,CIMMR,ENNNZ
FOOS;AEFNS
FOOT;CEEFP,CILRU,DDIRW,DGGHU,DIRUW,GHILT,GHTUU,HINPR,INPRT
FOOW;
FOOY;
FOPR;AACDI,ABDIL,ACIIV,ACIMR,CEENU,CENRU,DEEEZ,EEEHN,EERRV,ENNUY
FOPS;ACEII,AESTT,EGITT
FOPU;BEINR,CEENR,CENRR,EILLM,ENNRY
FORS;
FORT;DDIOW,DIOUW
FORU;CDDNW,DIOTW
FORW;ACDOT,ACHLT,CDEEE,HHITT
FOSS;BDRUY,CHIRS,DFIRU,DHINP,HHIKO,IIMPR
FOST;
FOSU;
FOSW;
FOSY;HILPP,HILRU,ILRUU
FOTT;ADEMR,AEMRR,CEIMR,EEGRR,EGNOR,EIILM,INOPR
FOTU;DIORW,IIMRR,IMRRW
FOWW;
FOXY;
FOYZ;
FRRU;
FRSU;
FRTU;
FRUY;ADDFN,AHLLM,CEENQ,ENNOP
FRUZ;
FSSU;CLOOP,LNOOP
FSTU;
FTTU;AAEIN,CEEIN,CEIIN,EEKLL,GHOOU
FTUY;ACDIN,CDEIN
FTUZ;EINOR
FUZZ;
GGHO;AAEIP,ACJNU,AILOY,ALOPR,ILOPR,LORYY
GGIM;BBJOU,BLNRU,LOOYZ
GGIN;FIINY,HIQTU
GGIR;HIILW
GGIS;ITTUU
GGLU;
GGMU;BBIJO,BEINO,BILNR
GGNO;AADLR,FHTUU
GGNU;FHOTU,HIIQT
GGOO;AHLPR,EERRV
GGOR;HLOYY
GGUV;DIILN
GHHI;CCINN,CCNRU
GHHO;AADGT,ACEPR,ADOPR,AEPTY,ALOPR,AMOPR,EPPYY,ILPRY
GHIN;
GHIS;AADPY,ACDPY,EMPPU
GHIT;
GHIW;ADKOO,GIILR,LMMNU
GHNO;
GHNU;CCIIP,DGOOR,EFLLT,EGHIW,EISSS,GIINN,GIIQT,GILOY,IINSW,IIQSS,IKNOO,INOOP,INOOR,IQSSU
GHOS;AAPPR
GHOT;BIKLO,FILOT,FILPT
GHOY;BENOP,CILOR,CLOPY,DEIKR,DLORY,EHPPY,EILLO,ELNOP,ELNPY,ENNPY,GLORY,HILPR,ILLOP,ILOOP,ILOPP,LLOOP,LNOOP
GHPU;AAORT,ADIRS,ADRTU,AEOSS,AORRY,BEORT,BORTU,CCIIN,CEINR,DEIIS,DEIJS,EGHIR,EHIRS,EIMPS,EOOSY,INNOO
GHSU;IINNW
GHTU;BBILL,IMMNY
GHUV;AEINP
GHUY;EFIMN,FIIMN,ILPRT,IMMNT
GIJO;BBGMU
GIJS;ABGNN,ACHHK,ANNNY,ANNTT,DEHPU,DINNU,HHIKN
GIKN;
GILL;
GILM;BCOOR,BIOOR,CHOOO,DIRTU,DRTUU,GOOYZ,LOORR
GILN;
GILR;GHIIW
GILS;
GILT;AAAAC,CCOOY
GILU;
GIMN;DFIIW,DIIVW
GIMP;AACRT,AAHOO,AAHRR,ACHOO
GIMR;AACLL,AACLO,AACMT,AACPT,AAGRS,AAHPR,AALST,AHLOT,AILLM,AISTT,BCLOO,BILOO,DILTU,DLTUU,IISST,ILLST,LLOOR
GIMS;
GINN;CFFUU,LMPUU
GINO;
GINP;
GINR;
GINS;
GINT;
GINW;HLMMU
GINZ;BIIKT,DIIIR,DILRZ,EIIMT,GILRZ,IILTU,IINTU,ILTWZ
GIOR;
GIOS;
GIOY;ABHPR,DEHKR
GIPR;BIIKR
GIPS;ACDIK,AEEQU,AEEVW,CLOOO,DEHJU,LLOOW
GIRR;AADLU,ABILY,ALTUY,BIIKP
GIRS;
GIRT;
GIRY;
GIRZ;DIIIN,DILNZ,GILNZ,IINNO,INORZ
GISS;ACGIO,ACOOR
GIST;
GISV;
GISW;DEOOV,DLLOO,EFLLO,GLLOO,KLORR,LLOOP,LLOPY
GISZ;AALLU,CEILO,CETYY,DEIIT,EEITT,EELOP,EELOU,ELLOY,ELOOO,LOOOT
GITW;AAEER
GIZZ;AINOT,DILNR,GILNR,ILNTW,INNOO,INORR
GJNO;ACETU,ACGHU,ACNTU,CERRU
GJOS;
GJSU;ADRTW,DIINN,EINQR
GKNO;BCPRU,CEHRU
GKNU;AIMTU,BCOPR,CEHOR
GKOO;ADHIW,BDEIU,BHILT,PRRUW
GKOR;AAMRY,AAMYY,ABCHU,AEHMT,AEHMY,AHMPY,AJNRU,ALOYY,BCNPU,CEHNU,EEGLY,OPRUW
GKOS;CDILT,EEILT,EHILT,EIILL
GKOU;ABCHR,BCNPR,BDEIO,CCINN,CCINO,CEHNR,CHINN,CINNR,DEHIL,DEILR,HINNO,INNNW,INNRW,OPRRW
GKOW;ADHIO,OPRRU
GKSU;
GLLU;AADNR
GLMO;
GLMU;DIIRT,DIRTU
GLNO;
GLNU;
GLOO;
GLOP;DHIRT,FHITT,HHIRY
GLOS;
GLOV;CIIOR
GLOW;EFNPU
GLOY;AAMMM,ASUYZ
GLPU;AAOPR,ABDOR
GLRR;AAABO,AABOO,AADIU,AADNY,ABIIY,ACHIL,AIJNY,AINOY,AINPU,AITUY,CHIIO,EFIOY,EHOOO,ELLOO,ENOOP,ILMOO,INPUY
GLRU;
GLSU;
GLTU;
GLUY;AOSYZ
GMNO;IIRRR
GMNU;
GMOR;IINRR
GMOS;
GMPU;EHLNO
GMPY;
GMRU;DIILT,DILTU,FHOOT
GMSU;
GMSY;ANOSU,BEINU,BLOOY,CLOOO,CNOOO,DDIIN,EEILN,EIIKN,EINRS,EINRU,EIRUZ,HIIMN
GNNO;COTTU,IILVV
GNOO;AAITV,DIOOV,DIUUV
GNOP;
GNOR;COSUU
GNOS;
GNOT;
GNOW;BBEGO
GNOY;DEEEL
GNPU;CCHII,LMOOY
GNRU;
GNSU;OOOOZ
GNTU;
GNYY;AAHLP,AAILW,ACCOR,ACMOR,AILPP,CFIIT,EHOPT,FIIPT,HILOP,IILPT,OOPRT
GOOP;AAHIM,ABTTU,ACHIM,KRRUW
GOOR;AAHNP,AHHIN,CHILO,EEHLT,KPRUW
GOOS;AIMSU
GOPR;
GOPU;AAHTY,AAMOS,ABOTT,ACDEE,ADEEG,AHNSS,BLMOY,LMNOY
GOPY;AAHTU,ACHMY,AILLL,CFHIT
GORS;
GORT;LOOPY
GORW;EEHIV
GORY;
GOSS;DFOOT
GOST;DFOOS
GOSU;EENOX,ENOOZ,IINNQ,INNUU,NOOOZ
GOSV;AABDN,AGINY,AIINS,IIINN,IIMMN
GOSW;EHITU
GOSY;
GOTU;
GPSU;BHOOT
GPSY;
GRSU;
GRTU;
GRUU;BCINN,BINNP,BINNY,CILNN,CILNP,CILNT,CINPV,DEFGL,DILMT,EFHLN,EFILT,EFIOT,ENNNR,FILNN,FILNP,FIMNO,FINNT,HILNP,HOPTW,IMMNR,IMNOR,IMOPY,INNNP,INNNT,INNPT,INNRT,INPRT
GSSU;
GSTU;
GSTY;
GSUV;BEINN,DEEIW,DIILN,EFIIT,EIIMT,EINRT,IINRV
GSUY;FIINN,IINNQ
HHHS;AAAKL,AOOST,OOPRT
HHIS;AAAMN,AAINN,AALLL,AALLN,DFNOU,IRTTY,MRTTY
HHNU;ADMOO,ADOOR,AEEST,AGIRR,AGIZZ,AOPST,BIIKK,BORST,DDERT,DELLO,DEOOR,DFIOS,EGGIW,EGORW,EGOTT,GOTTU
HHOP;AAMOP,ABELO,ACCII,ACEGR,ACEST,ACILT,ADGOR,ADIMR,ADRTY,AEGTY,AEILL,AELTY,AEMOT,AENTY,AEPST,AETTY,AGLOR,AGMOR,AILLY,AILMT,ANNOT,BEMOO,CCOST,CCRRU,CEOSU,EEILM,EELTY,EENPS,EGPYY,EILMO,ELMMY,ELOOT,ELOTY,ELTYY,EMNOO,EOSSU,GILRY,HORST,ILOPT,ILTTY,LMOYY,MMOOR,MNOOY,MOPRY,OOPST
HHOS;ABETU,ACCEK,ADDLN,AEELW,AEPPT,AESUW,AKMTW,ALNPT,AMTUW,BEEMT,BERSU,BNRTU,CDILT,DEEIR,DEIIN,DEIKM,DEINY,DELRT,DFINU,DILTW,EEINS,EELLL,EENPP,EENPT,EISTU,EITVY,ILNPW,MMTUU
HHSU;AACCC,AAIKN,ABEOT,ACIPR,AEENT,AELNT,AMOTW,BCIII,CCDIR,CCIMR,DFINO
HHUU;AACHI,ARRUU,GNOTT
HIIL;AABRZ,AAEGM,AAGMP,ABIOP,ABLMS,ABORZ,ADEKV,ADOPX,ADORZ,AEKKK,AOOPZ,AORSU,BBFRS,BLLLY,DDDEP,DEFIT,DEGST,DEOOP,DERSS,DISTT,DLPRS,DOPSY,EEFKT,EFGOT,EGTWY,ELOPT,EOOPT,EPSYZ,GGHHT,GGIRW,GGPSY,LOSWW,MOPYY,OQRSU
HIIM;AACMN,AAEGL,AAGLP,ACETT,ACGOY,ADJNU,ALLTT,BCCEO,BENOY,BGLNT,BORUZ,CETYZ,DIPRU,EGLLT,EGNTT,FGNUY,GLNPW,GNTYZ,LLNOT,LOPYY
HIIO;ABCMR,ABILP,ABNRT,ACCHP,ACDLP,ACELN,ACGMY,ACMRY,ADLPU,AELNP,AGPPX,ALOPZ,BCCEL,BCCEM,BEMNY,BERTX,BINRT,BLLNT,BMRUZ,CCCNN,CCMNR,CCNOR,CDDRY,CDERR,CDERU,CDHTY,CDLRU,CEERZ,CEGLP,CEGTZ,CELNP,CELOZ,CENRR,CGLRR,CLLPY,CLOPZ,CLPXY,CRTTY,DEFRR,DELOP,DEMPP,DENOP,DNORT,EELTT,EFGLT,ENRRT,HLNRT,JLLNT,LLMNT,LLNTZ,LMPYY,LNRTT
HIKO;AAAKT,BGLOT,ELOTT,EOOTT
HIKS;
HIKT;
HILL;AAABG,AABBE,AABEG,AEEKW,EEENZ,EELMW
HILT;
HIMS;
HIMW;ABEET,ADEPT,AEELN,BERRY,EELLL,GILNP,GLMNU
HINS;
HINT;BDORR,BILLO,BLLOR,DORWW,HILOR,IJLLO,ILLMO,ILLOZ,ILORT
HINW;ABDDT,ADKOR,DILRW,DORTW,GGNOT,GLMMU
HIOR;AGLOO,APPRY,BEERV,BERVY,BFHRT,BORTT,BRTTW,DFLOY,EEFGW,EEGVW,FHTTW,GGLOP,GHLPY,LLOPW,MOTYZ,OPPRY
HIOS;
HIOT;ACMOX,BFHRR,BIINR,BORRT,BRRTW,FHRTW
HIOW;ACCHP,ACETT,ARRTY,BRRTT,CDHOT,CKNTT,DDOOW,DGLOT,DNRTW,EEFGR,EEGRV,EENPV,EENRT,EHNRT,FHRTT,GGNNT,KNNRY,LLOPR
HIPS;BEGIL,EKLLY,IIRVZ
HIPT;AAHMP,ALMTU
HIPW;ACCHO,ACCKR,AENRU,CENNR,EENOV,GILMN,LLOOR
HIPZ;ABOOO,ACORR,AILOO,AIRSS,CDOOS,CILOO,COOTY,EEEMU,EEHNY,EENOT,EENOU,ENOTY,IIRSV
HIRS;
HIRT;
HIRW;ACCKP,ADKNO,DNOTW,FHOTT,KNNOY
HISS;
HIST;
HISU;DEGIP,DEGJP,EEFNQ,EENNQ,EENQZ,EINNQ,IKNTU
HISV;IIPRZ,LRTUU
HISW;
HITW;BORRT
HIWZ;AGILN,EEEST
HIZZ;
HJNO;ACGGU,IILLT
HJOS;AAPRT
HKLO;AANTT,AANTW,ACCMT,ACCPT,ALMWY,BGIOT,EERWW,EIRTZ,ETTYY,MMRUZ
HKLU;ABCLW,AEIMN,CIMNR,MMORZ
HKNO;AALTT,AALTW,ABCCT,ABCRT,ACIRW,ACLMO,ACRRW,AFIIP,CCCIP,CIINV,CITTW
HKNU;BHIIK
HKOO;BGILT,EIOTT
HKOP;CCCIN,CEILU,CFIRT,CIOTT,EINOR
HKOR;AAMUU,AEEMM,AEGMT,AEMMP,AGMPY,AIIIT,LMMUZ
HKOW;AALNT,INNRY
HKRU;AAMOU,BCEMU,CILMN,LMMOZ
HKSU;EEEOP,EEOPT
HLLU;BBGIT,BCFIN,BEFIT,EFGNT,ILMTU
HLMO;BIOPR,GINNT,GNNOT,GNOYY,HOPYY,IILNT,KMRUZ,NOPYY,OPPRY,OPPXY
HLOO;ABBDT,ADEWZ,AEGRR,AGIOR,BDEJR,BGOPT,BIMPR,GGIPR
HLOP;AAGLR,ABIII,AEHIL,AGPRY,AGPYY,BCIOY,BCNUW,BEERY,BGOOT,BIMOR,CCGIO,CDORT,CEGII,CEIKU,CEORS,CGOYY,CIIOZ,DEEFS,DEERW,DEIIO,DGIRT,DIOPY,DNOOT,EGILO,ERSTU,FGITT,GGIOR,GHIRY,GINOT,GIOOY,GIOPY,HIOPT,HMOYY,IINRZ,ILORW,MOPRY
HLOS;
HLOT;BGOOP,DNOOP,FGNRU,GMNNO
HLOW;ABDNN,BCNPU,DFNOU
HLOY;AACCR,AGPPR,AGPPY,AGPRX,DINNS,GHIPR,GIJNS
HLRU;ABFOR,DNOOW,EEIOP,EFGNU,KMMOZ
HLSU;
HLWY;CIITT,EFLTT,GIINN
HMMM;AEENR,AINOS,AIOSS,CGIOU
HMNY;FGIIU,GIITZ,GIMTU,GLOOY
HMOO;AEMRT,AFGRT,DEGRT,DERTY,DILYY,EEMRY,EENTT,EILTT,EINTX,ERRTY,FGRTU,GLNNT,GLNYY,GLTYY,ILTTY
HMOR;IOTYZ
HMOS;
HMOT;AACCI,ABCKO,ACCCK,ACCIR,ACCKL,ACDIR,ACDOW,ACIOX,AGOPR,BBOOP,BCOOT,CCIIR,CIILR,CIOPR,CLORT,FOOPR
HMOW;EEERS,EEFRR,EELRW,EENOR,EFLRS,EGNOR
HMOY;DGIPS,DIRUX,GLNOY,HLOPY,HOPPR,LOPPR,LOPPX,MORSU,OOPRS,OOPRZ
HMPU;DIIIR,EEEIZ
HMSU;BNOOO
HMTY;AACLP
HNOO;AANTZ,ANNTY
HNOP;AAATT,AFIIK,AGTUU,BCLUW,DIIIR,IILRZ
HNOR;ABRUU,CCHNU
HNOS;
HNOT;AAAPT,AAKLT,AAKLW,AALNN,AANOZ,AATXY,ALXXY,ALXYZ,ANNOY,BIILL,DOOSW,IIJLL,IILLZ
