AAAARR;0
EIILLN;2434,2435,4171,9161,9868,12070,14268,15229,15267,15268,15957,20283,23600,25313,25404,25406,26854
EIILLP;1192,14266,15268,15657,15955,17530,25406
EIILLS;27444
EIILLT;18669,21778,23073,25406
EIILLW;26410,26856
EIILMR;19804
EIILMS;26613,26868
EIILMU;6541,10124,11564,15946,18811,19519,21191,21820,25410,26411,27446
EIILNR;
EIILNS;25635
EIILNT;558,1010,1257,5021,6686,9160,18241,18262,18267,21983,24805
EIILOR;2356,5029,6701,10090,14280,15970,18268,26410,26511
EIILOT;1258,5029,6672,6682,6700,6701,11542,12821,13702,15661,18268,22016,23516,25895,26511
EIILPP;15302
EIILPR;2441,4952,9173,9175,9599,13503,17639,18146,21014,24582
EIILRR;17531,18819,24674,24872,25900,27464
EIILRV;27457,27464
EIILRW;1267,4205,9519,12824,20287,26410,26688
EIILRX;3878,6701,9599,21536,24671,24674,25203,25207
EIILSV;8072,22046,23873
EIILZZ;
EIIMMS;6604,20219
EIIMNN;1591,10168,16055,20729,21206,24259,24275,25909,27190,27467
EIIMNR;24808
EIIMNS;26623
EIIMNT;20729,25909
EIIMPS;3070,15613
EIIMRR;4164,9841,14322,15910,16053,16077,18521,18844,19075,24282,25835,25924,27395,27402,27475,27478,27479,27485
EIIMRT;19510,27479
EIIMRX;4170,20350,21190,24671
EIIMST;
EIINNP;4213,12093,16055,20729,21206,23139,23163,24805,25208,25940,27467,27468
EIINNT;4215,12392,15345,18242,20729,21206,23139,23163,24805,26924
EIINOS;
EIINOZ;15348,15913,16096,26631,27215
EIINPR;3862,10140,25288,25460,25940
EIINPS;3070
EIINPT;3305,12538,23163,24722,24805,25406,25460,25868,26683,26829,27215
EIINQU;23357
EIINRT;
EIINRV;2436,10111
EIINRW;25940
EIINSS;
EIINST;
EIINSX;18767,20737,21229,22929,24024,24026,24298,24880,24887,25932,26630
EIINSZ;23348,23526
EIINTV;21530
EIIPPR;
EIIPPY;9673,19350,20392,26945,27460,27479
EIIPRS;13806,24582
EIIPRT;26829
EIIPRU;1937,9898,12543,12852,15366,15368,16114,16117,18219,19510,21040,21578,21644,21645,22071,25450,26706,26860,26886,26949,26961,26962,27468,27498,27499
EIIPST;24130
EIIPSX;9695,12790,15660,23620,24024,24298,24672,24880,27196,27388,27401,27512
EIIRRW;18401,25940
EIIRSS;26581,26634
EIIRSV;
EIIRSZ;5364,16117
EIIRVZ;21697,25895,26886,26947
EIIRWZ;26831
EIISSS;12785,16128,18563,18832,26498
EIISSV;18274,21842,21854,22080,27216
EIISTV;
EIISTY;1255,8375,12776,15271,15655,16120,17870,17873,18243,19074,21857,23443,25132,26816,27134,27412,27414,27419,27506,27515
EIISVV;25843
EIISVZ;22974,26836,27462,27463
EIITTT;6711,21993,23637,24281,25924,25962,27475
EIIVZZ;
EIJKNR;
EIJKNT;
EIJKNU;5455
EIJKOR;
EIJLLT;
EIJLMS;
EIJLRT;
EIJLTU;2166,2298,2468
EIJMOS;17865,25982
EIJMPR;
EIJNNO;19538
EIJNOR;9707,26970
EIJNRU;
EIJNSX;
EIJNTY;20970
EIJOPT;
EIJRSU;18554,24869,25819
EIJRSV;
EIJRTT;
EIJSTU;24869,25819
EIJSTV;14344,17882
EIJSUV;1941,17882,20364
EIJSZZ;
EIKKLN;4223
EIKKOO;18496
EIKKRS;
EIKKRY;
EIKLLR;788,3750,4224,9509,10090,13457,13458
EIKLLY;21816
EIKLMN;
EIKLMR;25991
EIKLMS;
EIKLNN;411,3259,9710,23974,25992,27423
EIKLNR;
EIKLNS;
EIKLNT;
EIKLNU;
EIKLNV;18727,21703,26841,26977
EIKLNW;25992,27423
EIKLOO;10090,15385,18726,20059,22106,25990,26843,26844
EIKLOX;25637
EIKLRS;
EIKLRT;
EIKLSS;26978
EIKLST;
EIKLSV;19135
EIKLSY;15385
EIKLTT;
EIKMMR;1618
EIKMNR;
EIKMNS;23680
EIKMOS;17542,22101
EIKMRR;7439,16145
EIKMRS;
EIKMSS;
EIKMST;
EIKMSU;
EIKMSY;1272
EIKMTU;9905,15390,22109,25991
EIKNNO;20059,23974
EIKNNP;8947,14854,21587,21705,25992,26972,27423
EIKNOO;5432,18496,20059
EIKNOS;
EIKNOV;
EIKNPP;14355,16146,23680
EIKNPR;
EIKNPS;
EIKNPU;21587
EIKNPY;27423
EIKNRS;
EIKNRT;
EIKNRW;
EIKNSS;
EIKNSU;22978
EIKNSV;15698,21058
EIKNSZ;24903,26509
EIKNTT;10093
EIKOOR;10090
EIKOPP;
EIKOPR;15129,24735
EIKOPS;
EIKORR;18524,18575
EIKORS;9709
EIKORY;17491
EIKOSS;12888
EIKOSZ;24903,25662,26509
EIKPPR;3980
EIKPPT;
EIKPRS;
EIKPRU;25991
EIKPSS;19477,21858
EIKPSY;
EIKRRS;
EIKRSS;
EIKRST;
EIKRSV;14351,15130
EIKRSY;
EIKRUY;
EIKSSS;24583,27520
EIKSST;
EIKSSV;15698,21058
EIKSTT;18778
EIKSTW;15875,24871
EILLMO;2364,5028,7470,9574,15881,25470
EILLMR;6730,13810,14088,14818,15132,23460,25470
EILLMS;
EILLMT;86,15132
EILLMU;2474,10254
EILLNO;4172,4241,15952,16158,17997
EILLNP;1129,10257,21865
EILLNT;15957,16158,16181,21806,22114,24813,25221
EILLOR;5029
EILLOS;27443,27444
EILLOT;3073,5029,6348,17579,20745,22114,25135
EILLPU;18249,21062,21864,21976
EILLRS;
EILLRT;18730,22114
EILLRW;
EILLSS;
EILLST;
EILLTT;13662,13895,16162
EILLTU;1620,1621,2365,3073,9909,15616,15957,16181,26370
EILLTW;27231
EILLVY;1021,4225,6657,6672,10271,16188,16192,18488,21282,24677,26028,27435,27437
EILLWY;6022,12646
EILMMR;18807,20218,21532,24911,25868
EILMNO;
EILMNR;19804,24323,27536,27541,27547
EILMNS;
EILMNU;19519,27190
EILMNY;6735,15978
EILMOR;19547
EILMOS;
EILMOT;4269,6046,6682,25494,26736
EILMPP;15141,15710,16209,21866
EILMPR;24911
EILMPS;
EILMPT;22135
EILMPU;1277,2474,6042,12384,21976,22874
EILMPW;10291,21289
EILMPX;2474,14368,16230,21190,23074,24671
EILMRS;
EILMRT;19067
EILMRV;19547,27446
EILMSS;
EILMST;
EILMSU;
EILMSY;19543,22931,24311,26720
EILMTU;11427,18585,18733,19067,21191,21293,25229,25991,26051,26535,27554
EILMTY;25494,26720,26736
EILMZZ;
EILNNO;17591,21864,24327
EILNNS;
EILNNT;411,4091,7476,21983,27536
EILNNU;4271,16200,16204,16247,24925,27017,27190
EILNNW;15935,16201,21593,22873,23974,24086,25137,25315,25500,25992,26590,27423
EILNNY;17891,17892,18144,21983,22142,22834,23140,24074,25879,25992,26590,27423
EILNOO;10255,10307,14910,19422,21299,26580,26615
EILNOP;
EILNOR;
EILNOS;
EILNOT;
EILNPP;
EILNPS;
EILNPT;19812
EILNPU;21976
EILNRS;
EILNRT;
EILNRU;10243,18742,19519,25171,26026
EILNSS;
EILNST;
EILNSU;25171
EILNSV;
EILNSY;22039,27566
EILNTT;16162
EILNTU;25221
EILNTV;18267
EILNTW;
EILNTY;2321,2478,2511,9463,10262,16181,18262,18267,18578,19815,20226,20371,21193,21202,22142,22965,25879,26608
EILNUV;
EILNUY;1278,1301,5543,9242,9909,10249,14468,14904,15616,16181,18041,18578,22739,24165,26528
EILOOR;10090
EILOOS;4233,27444
EILOOT;4241,4254,12385,14424,14910,16167,18680,27026
EILOOW;10291,21289
EILOPS;
EILOPT;
EILORS;
EILORT;
EILORU;1241,6617,16201,17480
EILORV;18727,19547,21703,21723,26438,26977
EILORW;
EILORY;4249,12902,12925,14480,14941,14951,16209,16228,16230,19364,21544,22163,23472,23705,24075,24084,24086,24269,25301,25407,26088,26866,27554
EILOST;
EILOSU;19818,27444
EILOSV;
EILOSX;16222,16295,19368,24324,24748,26088,27250,27566,27575
EILOTT;6729
EILOTU;2327,15472
EILOTV;
EILPPR;
EILPPS;
EILPPT;9224,27026
EILPPU;27026
EILPRS;
EILPRT;
EILPRU;22155,22157
EILPRY;815,1298,1309,5252,6700,12685,14486,14491,18252,18594,18600,22880,23188,24095,24269
EILPSS;
EILPST;
EILPSU;
EILPSV;26885
EILPSW;12682,26029
EILPSX;2482,10365,18411,24932,27250,27566
EILPTU;15474,25991,26051,27554
EILPZZ;
EILRRU;27464
EILRSS;
EILRST;
EILRSV;
EILRSW;24618
EILRTT;
EILRTU;25496,25849,25991,26012,27010
EILRTY;
EILRUW;1137,1301,12153,16201,18666,24312,26860,27027
EILRVY;22044,27464
EILSSS;
EILSST;
EILSSV;
EILSSW;
EILSSZ;6758,9282,9925,10129,15723,16038,18532,18833,23185,25510,27244,27462,27463,27550
EILSTT;
EILSTU;
EILSTV;22045
EILSTX;10365,22045,22046,27575
EILSTY;17870,19074,19543
EILSUY;2529,9538,16166,18689,19543,19818,21521,21544,21785,22115,22931,22933,24262,24311,25178,25301,25469,26534,26749,26866,26986,27535
EILSUZ;5564,15308,15313,15437,16141,19185,22120,25422,25871,27038,27444
EILSVW;
EILSVX;14276,14448,16295,22036,22045,22046,24932,24937,26088
EILSWY;14414,25178,26616,27552
EILSXY;14371,14448,15406,20766,21286,21328,22046,24932,24937,25685,25902,26028,26088,27566,27575
EILSZZ;
EILTTT;1557,4269,6711,9269,14467,14498,16044,24914,26893,27036,27231,27548
EILTTU;3906,4017,4204,4248,4281,13862,14468,15472,15478,16044,16187,16270,25991,27558,27563
EILTTV;4204,9520,15885,16044,16162,22043,22044,24934,25508,27386,27457
EILTTY;1259,2188,2321,2511,4225,6671,6711,14467,14468,15898,16044,25096,27386
EILTVY;18267,18594,19777,19855,19892,20636,20762,20767,21193,21196,21202,22044,24934,25207,25879,27023,27382,27464,27554,27567
EILUVV;19547
EILVVY;16033,21202,25879,26031,26995
EILVWY;11583
EILZZZ;
EIMMMR;3262,15257,18413,18585
EIMMNR;2189,3964,14502,15273,15744,18382,24824,24911,25868,26032,26099
EIMMNU;3909,15417,23177,26033
EIMMOP;9291,12945,24334,26032,26099
EIMMOR;1618,2331,18169,18807,19483,20218,21532,23723,24319,26099,27147,27446
EIMMOS;25299
EIMMRR;
EIMMRS;
EIMMRU;
EIMMST;
EIMMSW;
EIMMSY;10246,16194,16311,16312,24336
EIMNNT;18733,18791
EIMNNX;22167,25440,26818,27190
EIMNOP;1242,15019,19078,24828
EIMNOR;27475
EIMNOS;
EIMNPS;
EIMNPT;8800,20614,20729,21206
EIMNRS;
EIMNRT;
EIMNRU;
EIMNRV;
EIMNSX;
EIMNSZ;18823,25349,25434,26916,27550
EIMNTT;20385,20433,27075
EIMNTU;19344,21830,25221,25345,27069
EIMNTY;26046,26144
EIMNUX;22167,27190
EIMNZZ;
EIMOOR;24920,27147
EIMOPR;
EIMOPS;
EIMOPT;14929,27554
EIMORS;
EIMORT;4030,4164,4206,15910
EIMOSS;
EIMOST;
EIMOSU;12439,26527
EIMOSV;
EIMOSX;24324,27607
EIMOTV;27069,27523
EIMOTY;4254,5551,6682,7444,9740,10102,10253,12900,14941,15720,16153,16228,16229,16340,16348,22198,25494,26720,26736,27479,27554
EIMOZZ;
EIMPRR;
EIMPRS;
EIMPRT;
EIMPRU;
EIMPRX;14368,16222,24671,27603
EIMPSU;
EIMPTU;
EIMPUY;12970,16351,20392,21097,22874,25694
EIMRRS;27066,27074
EIMRRT;1313,2265,4164,6730,12965,15910,15946,16077,26905
EIMRSS;
EIMRST;
EIMRSV;20730,26109
EIMRSX;4170,4238,16222,24324,27289,27603,27607
EIMRSY;17533,17583,21087,24834,25703
EIMRTU;19067,25229,26535
EIMRTX;9963,10383,13474,20350
EIMRUV;308,13943,15486,21546,24349,24907,26109,26970,27077,27394,27446,27606
EIMSSS;24175
EIMSST;
EIMSSU;
EIMSSX;14117,15769,22036,27203,27603,27607
EIMSTY;7590,19543,25994
EIMSUV;18883,21833,22036,24349,26109,27394,27606
EIMSZZ;
EIMTYZ;22128,25494,26033
EINNNR;783,1928,2196,3172,3409,4271,9970,10082,14956,15744,15899,17511,20731,22885
EINNOO;10255,14424,16167,17511,19375,21299,21300,25712
EINNOR;19245,19320
EINNOT;
EINNOY;5576,7569,9721,9790,10256,10417,12840,12902,15067,15512,15518,16245,17833,18737,19044,19077,19320,20936,22142,22215,23705,24086,26420,26631,27067
EINNPR;20615,20616,20776,25208,25940
EINNPS;
EINNPT;22780,23139,23163,24805
EINNRS;
EINNRT;
EINNRU;
EINNRW;12706,15935,26628
EINNST;
EINNSU;24982
EINNSV;2457,4350,22037
EINNTT;24914,24948,25909
EINNTV;24913
EINNTY;4038,4043,4215,9842,12611,14956,15067,15085,15512,15518,16365,17891,17892,20221,20226,20354,20371,20425,20936,21193,21983,22142,22178,22215,23895,24074,25500,25879,25994,26380,26420,27023,27087,27088,27383,27536
EINOOT;4241,12385,12397,14910,15345,16167,26066,27026
EINOPP;
EINOPR;
EINOPS;
EINOPT;27215
EINOPW;10291,21289,26856
EINOPY;3309,9888,19077,19420,22229,26945,27218,27594
EINORR;
EINORS;
EINORT;
EINORV;6172,13557,14580,27567
EINORX;12862,14439,21894,22964,24027,24188
EINOSS;
EINOST;
EINOSV;
EINOSW;
EINOSZ;21912,24903,24929
EINOTT;
EINOTW;12983,13946,26595
EINOTX;4208,4274,12862,14425,14560,15067,15515
EINOVW;
EINPPR;
EINPPS;
EINPPW;
EINPRS;
EINPRT;
EINPRU;16385,19525
EINPRY;1298,3427,12685,13004,14100,14123,14586,15978,16116,18594,18873,25694,25703,25725,26005,26144,26224,27217,27218,27427
EINPSS;
EINPST;
EINPSU;24982
EINPTT;
EINQRU;21724,21875
EINQSU;
EINQTU;
EINQUU;10328,12386,16081,20062,23357,24900
EINQUZ;
EINRRS;
EINRRU;18670,26358
EINRSS;
EINRST;
EINRSU;26026
EINRSV;
EINRSW;
EINRSX;9695
EINRSY;4350,21362,21924,23775,24315,25703,25725,26005,26026,27185,27217,27408,27427,27549,27565,27566
EINRTT;
EINRTU;
EINRTV;13557,14580,18407,18594
EINRTW;
EINRTY;14580,22076,22215,25607,26144,27218,27407
EINRUV;23210,26358
EINRUW;18666,26586,26860,27027
EINRVW;
EINRVX;13557,14439,14580,16384
EINRVY;4350,14580,16109,16397,21362,21363
EINRWY;21593,24086
EINSSS;
EINSST;
EINSSV;18886,21842,22080,22242,26775,27216
EINSSW;
EINSTT;
EINSTU;
EINSTV;17882
EINSTW;
EINSTY;
EINSUW;2342,18510,21618,23614,24082,25555,26996
EINSUX;12022,16113,16370,16384,22214,24982,27499,27617
EINSVW;
EINSVX;16120,16384,21235,21315
EINSWY;
EINSWZ;4364,27505
EINTTU;3721,3906,4281,4348,13565,14559,14560,14569,16270,19548,26712,26935
EINTTY;4215,6578,14467,16017,16110,16268,19197,19304,21530,25096,26503,27036,27407
EINTWY;22965,25357,26608
EINUVW;21374
EINWZZ;
EIOOPW;10291,21289,27027,27098
EIOORR;4113,15623,17746,18753,18796,27297
EIOORS;18796,18893,27309
EIOORT;9343,9811,10393,10464,10466,27099
EIOORZ;15184,16278,21363,25347,26732,27156,27541,27581
EIOOST;
EIOPPS;
EIOPPT;1237,5473,20322,27026
EIOPRR;14155,20001,20302
EIOPRS;
EIOPRT;6628
EIOPRU;
EIOPRX;9642,14155,14439,24969,27509,27525
EIOPSS;
EIOPST;
EIOPSY;7246,8316,8514,9619,12720,15158,18625,19173,19180,19551,19582,21601,23938,26028,27230,27646
EIOPTT;21904,25619
EIOPTU;10396,20109
EIORRR;17728,19452,21546,23937,24970,25481
EIORRS;
EIORRT;4164
EIORRU;25107,26523,27264
EIORRW;20743,21755
EIORSS;
EIORST;
EIORSV;
EIORSW;
EIORSX;5128,6398,8516,14950,18178,24195,24324
EIORSY;16416,19364,19582,21389,21544,22217,25301,25407,25949,26088,26557,26866,27408,27513,27515,27650
EIORSZ;18775,25563,27156,27581
EIORTT;25972
EIORTU;19393
EIORTW;15629,27231
EIOSST;
EIOSTU;
EIOSTV;
EIOSTW;
EIOSTZ;
EIOSWY;11583,14414,15548,16154,18287,18772,22256,24200,27552
EIOSZZ;18775
EIOTTT;4269,7552,17887
EIOTTU;4348,9546,10093,14559,14560,15472,16270,19548,26712,26935
EIOTUV;5573,9546,10378,10396,14559,19538,27489
EIOTVV;3792,11727,16270,26037
EIPPRR;399
EIPPRS;
EIPPRT;
EIPPRU;24352,27612
EIPPRY;19350,20392
EIPPRZ;
EIPPSS;
EIPPST;
EIPPTT;16314
EIPPUY;20392,21249
EIPQSU;16069,26834
EIPQTU;26015
EIPRRS;
EIPRRU;
EIPRRZ;3960,4033,14961
EIPRSS;
EIPRST;
EIPRSU;
EIPRSV;
EIPRSW;22256
EIPRSZ;3963,4035,4329,9175,10158,15125,15776,16117,24909,26394,26927,26950,26962,27282,27301,27581
EIPRTT;24248
EIPRTV;21251,26829
EIPRTX;22076,27509
EIPRTY;6700,12970,15621,15894,16165,24248,24323,27382,27554
EIPRXY;27289
EIPSSS;24175,26596
EIPSST;24130
EIPSSU;
EIPSSW;18134,24028
EIPSTT;
EIPSTU;
EIPSTW;22256
EIPSUZ;16107,18847,27581
EIPSWY;22256
EIPSXY;14448,16120,24932,26028,26208,27043,27289,27566
EIPTTU;4281,7581,14400,27548
EIQRSU;
EIQRTU;
EIQRUV;
EIQSTU;19552,26621,27316
EIQTUY;27515
EIRRSS;
EIRRST;
EIRRSV;
EIRRSW;
EIRRTT;23669,23671,24881,25936,25972,27407
EIRRTW;
EIRRVY;4299,4350,9259,11466,13985,21325,25572,27323,27464
EIRRZZ;
EIRSST;
EIRSSU;
EIRSSV;
EIRSSW;12207,23086
EIRSSX;14631,18411,25243
EIRSSY;1285,1630,6733,6784,8514,9262,9283,9940,10003,10263,14572,17913,17916,18581,18600,18625,18831,19083,19582,21283,21852,21911,21922,21924,22259,25725,25743,26005,26453,27217,27408,27419,27427,27580,27646
EIRSSZ;26962,27181,27259
EIRSTT;
EIRSTU;
EIRSTV;
EIRSTW;
EIRSTZ;4035,21995,26811
EIRSVV;
EIRSVW;
EIRSVZ;2527,4016,7335,10346,24897
EIRTTT;21993,25962
EIRTTV;
EIRTTW;
EIRTUV;
EIRTVY;20762,22165,22257,24934,25207,26994,27023,27323,27382,27419,27464,27554,27567
EISSSS;18577,21525,22784,22787,23037,23206,25495,25710,26064,26175
EISSSU;
EISSSW;23031
EISSTT;
EISSTU;
EISSTV;
EISSTW;
EISSTX;
EISSVW;25660
EISTTW;
EISTTY;27650
EISTVW;25372
EISTZZ;26138
EISUVZ;2527,5564,22974,24897
EISWZZ;
EISZZZ;
EITTTX;
EJKNRU;27653
EJKNTU;
EJKOPS;
EJKORS;4957,17471
EJLLOR;
EJLLOS;
EJLLOY;
EJLOPS;21256
EJLORT;5397,7614
EJLORW;
EJLOST;6788,9361
EJLOSU;
EJLPSU;
EJLRSU;2569
EJLSTU;4948,5396,5590,6788
EJMOOS;27652,27654
EJMOST;6788,9361,17865,25982,27652,27654
EJMPRU;23505
EJNOST;27652,27654
EJNOSY;26250,27652
EJNOTT;15379,21400
EJNSXY;
EJOOSY;27652
EJOPRT;
EJORSS;12118,14632,18285,18902,22098,24256
EJORTT;
EJOSSS;14633,18629,25980,25981,25984,26250
EJOTTU;
EJPSTU;17847,21814
EJRSTU;13569,24869,25819
EJRSUV;13569,20620
EKKOPS;15690,18421,25755
EKKOPU;4222,10225
EKKORS;5592,9709,17921,18421,18571,20418,20471,20800,20801,22100,24374,26973
EKLLNS;412,2212,4055,9606,14636,15819,18726,21585,25154,25578,26525
EKLLSS;566,6793,10483,15819,16425,18630,19326,26253
EKLLSV;17884
EKLLSY;5594,6792,10483,15819,16425,21816
EKLMMU;
EKLMSS;2353,4056,16144
EKLMSU;12885,15693,15820,18853,23814,23950,24779,27422
EKLNOS;
EKLNOU;4223,9817,12626,17792,17855,18727,19540,24901,25988
EKLNRU;
EKLNST;17922,25023,27656
EKLOOR;5172,10090,16427
EKLOPT;5264
EKLOST;27518
EKLOSY;5594,9363,23950,25263,26582,26844,27655,27656
EKLPSS;17923,22260
EKLRRU;10485,17749,23815
EKLRSU;
EKLSTT;1327,16430
EKMNOY;
EKMNSY;
EKMOOP;26257
EKMORS;14642,14643,25025,26260
EKMOSS;4056,4058
EKMOSY;19585
EKMRRU;10487,10488,23816
EKMRSS;22260
EKMSTU;
EKNNOR;22261
EKNNOT;
EKNNSU;6725,6794,6795,18905,22921,22978,23817,24305,26256,26842,27658,27659
EKNNTU;18905,19996,21704,22261,25849,26256,26842,27658
EKNOPS;6796
EKNORR;6293,15824,16145,18575,23815,23816,25170,27653
EKNORT;1016,1273,3357,6293,15129,15824,16427,18575,23816,24901,26257
EKNORW;
EKNORY;15824,17491
EKNOSS;4058,27659
EKNOST;15394,15690,15938
EKNOSW;18905,26258,27659
EKNOUY;
EKNPRU;
EKNPTU;
EKNPUY;
EKNRSU;
EKNSTU;18905
EKNTTU;
EKOOQU;
EKOORR;14972,26251
EKOORT;15824,21055,21407,23819,26251
EKOPRR;
EKOPRS;24204
EKOPSS;12888,17923,18779,19477,24844,27328
EKOPST;24625,26260
EKOPSU;5933,12257
EKOPSY;25755,26260,27226,27522,27656
EKORRS;
EKORRW;10485,14638,21120,27653
EKORRY;14169
EKORST;
EKORSY;19585
EKORUY;23819
EKORWY;4958
EKOSSS;15386,18904,22266,27520
EKOSST;
EKOSTW;18905
EKPRSU;
EKPSTU;
EKRRSU;10012,12627,26431
EKRRSY;2573,5529,14641
EKRSSY;
EKRSTU;3807,4379,25023
EKRSTW;1327,15820,21819,24871,25639
EKRSTY;19585,26973
EKRTUY;9905,23819
EKRUVY;
EKSSTY;10483,15819
ELLLOR;2308,4382,9216,10238,10240,10492,15826,22114,25133,26367,26410,26432
ELLLOZ;790
ELLLRU;6161,26638
ELLMNU;20151,26560
ELLMOW;
ELLMPU;20151,21976
ELLMRU;9719,10254,15946,26560
ELLMSS;4141,27329
ELLMSY;21278,25763,26252,26720,27185,27229,27429,27435
ELLMTU;3225,14013,14652,23917
ELLMUV;14369,16161,16162,27523
ELLMUY;567,6416,10254,10491,14369,21408,24260
ELLNOP;20808,21410,21864,26486
ELLNOR;26560,26995
ELLNOV;22026,22113
ELLNOY;17545,18205,18307,19069,19829,20476,21408,21410,21552,22274,23951,24315,24378,24379,26021,26486,26531,26562
ELLNSS;
ELLNSU;3082,3872,11576,12892,16442
ELLNSY;2578,6733,10263,10499,11740,12266,15819,15956,16169,16180,16437,18307,19586,20476,22274,23822,24315,24378,25028,25029,25265,26267,26562,27185,27330,27662
ELLNUU;18908,23875,23876,24076,26269,26560
ELLNUW;1328,23951,24110
ELLOPR;4382,6805,10257,15657,15826,20808,21410
ELLOPS;14975
ELLOPX;26028,27525
ELLORR;13905,14164,14972
ELLORS;18903,27664
ELLORT;22114
ELLOSS;19542,22119,25224,27443
ELLOST;
ELLOSY;1336,6417,6804,15831,18307,18581,18831,18859,23938,24378,24379,26021,27230,27329,27664
ELLOTX;3891,6348,15951,15952,27525
ELLOTY;1991,8527,10256,10262,19153,26984
ELLOVY;
ELLOWY;
ELLPRU;26012,26860
ELLPSS;
ELLPSU;
ELLPTU;20370,26269
ELLPUW;18249
ELLPUY;8436,10497,10501,14669,14670,14981,15574,16165,20370,22277,26528
ELLQSU;27443,27444,27664
ELLSST;21553,24845
ELLSSW;27332
ELLSTU;16442
ELLSTY;19543,19586,23822,26726,27229,27429,27665
ELLSUV;26369
ELMMOP;7621,27333
ELMMPU;
ELMNOR;24689,26560,27536,27541
ELMNOS;20815,21418,24779
ELMNOT;18424,18426,24782
ELMNOY;7139,8426,10511,21009,21709,25031
ELMNPU;222,1277,2220,6042,12384,20151,21976,22874
ELMNSU;22729,22902,24779,26278,27669
ELMOOP;7621,15826,20474,21423,22269,23989,25031,27122,27237,27333
ELMOOS;26566
ELMOOY;9740,10511,16158,19828,21764,21784,21941,22133,24325,25031,25494,26567,26736,27237,27333
ELMOPU;20151,27548
ELMOPY;27237
ELMORS;
ELMORT;
ELMOST;
ELMOSU;19327,24779,25766
ELMOSY;
ELMOTT;21421,25768
ELMOTY;1993,2272,2585,7257,7444,9740,12900,12914,14941,17752,24007,24325,25494,26567,26736
ELMOUV;14935,19547,27446,27523
ELMOXY;2585,16230
ELMOZZ;
ELMPPU;
ELMPRU;
ELMPSU;
ELMRSU;
ELMRTY;1993,2272,2585,4067,13027,14679
ELMSST;27670
ELMSSU;
ELMSUV;22036
ELMSUY;5041,15721,16449,16465,18310,18311,23950,24381,27009,27339,27450,27535,27549,27666,27668
ELMSXY;
ELMTUU;1204,6415,22962,23917,23918,27523
ELMTUW;
ELMTUY;6416,14369,16449,16465,18512,27666
ELMUZZ;
ELNNOR;3439,4382,13591,14696,16453,19156,20817,21127,21767,22278,23151,23242
ELNNOS;14185,14186,19155,27381
ELNNRU;20479,21127,21719,24925,26598,26972,27017
ELNNTU;
ELNOOS;25021
ELNOOT;12385,12397,14910,15577,17462,18680,18912,21299,22142,25021,26066,26654
ELNOOW;17927,21556,21769,27027
ELNOOY;10511,16158,19457,22142,22272,22286,25031,26288,27672,27674
ELNOPS;18637,18910,19590,21416,21418,25274,26292
ELNOPT;
ELNOPU;22789
ELNOPY;1343,3940,10498,26486
ELNORR;6299,6810,11599,13028,16456,18124,21128,21621,22284,23568,23815,26290,26560,26568,27672
ELNORS;
ELNORT;6811,16427,27122
ELNOSS;
ELNOST;
ELNOSU;
ELNOSV;15575
ELNOSW;6633,6794,14025,14637,14695,15711,18544
ELNOSZ;14437,15727,24903,24929,26017,27550
ELNOTT;95,605,9646,15578,22278,22285
ELNOUV;1205,10328,14935
ELNOUZ;27005
ELNOVY;3826,23705
ELNOZZ;
ELNPPU;1201,10528,11489,27026,27563,27674
ELNPST;
ELNPTU;19812
ELNPTY;19917,20925,22286,22790,25026,27672,27674
ELNRSU;
ELNRTU;27674
ELNRUU;22280,24925
ELNRUZ;12908,12926,15289,15466,16022,26886
ELNSSU;
ELNSSY;6424,9399,16447,18307,22274,22287,25028,26562,26569,27670,27675
ELNSTU;
ELNSXY;403,27566
ELNTTU;16162,16270,19548,22285,27558,27563
ELNTTY;2321,2511,4067,4393,5617,6817,14467,14468,15465,17545,18908,21422,22275,23252,23822,24934,26025,26046,26503,27042,27386,27457
ELNTXY;4401,6443,9400,14461,16181,20805,23183,24937,25685,27043
ELNUZZ;
ELOOPP;15736,16476,22041,26371
ELOOPR;11513,12377,15826,16477,23256,26490,27333,27672
ELOOPS;3666,6528,17539,19463,19500,19551,19590,21601,26690,26865
ELOOPT;16277,16476,16477,22016,22269,25238
ELOOPZ;
ELOORS;23514,24124
ELOORT;14026,16477,21008,27672,27674
ELOORW;
ELOOSS;
ELOOSV;4392,15575,18540,25046,27340
ELOOSW;
ELOOSY;12413,16278,16478,19551,20378,21544,22291,26570,27678
ELOOSZ;9911,14719,22120,22292,23440,26613,27444
ELOOTT;9934,15472,16476,19481,24846,27197
ELOPPP;9404,26288
ELOPPR;
ELOPPS;
ELOPPT;9393,9404,9405,16471,26291,27026,27563,27674
ELOPPU;24388,27026,27563,27674
ELOPPY;15198
ELOPRR;21128
ELOPRS;
ELOPRT;
ELOPRV;21423,26051
ELOPRW;
ELOPRX;4401,10542,12478,14834,15199,15636,16230,16255,16477,27525
ELOPRY;18252
ELOPSS;
ELOPSU;
ELOPSY;14975,26028
ELOPTT;
ELOPTU;
ELOPTY;1343
ELORRS;17858,18047,20816,24381,26290
ELORRW;6302,10485,14972
ELORSS;
ELORST;
ELORSU;
ELORSV;
ELORSW;14695
ELORSY;26569
ELORTT;
ELORTU;
ELORTV;22284
ELORTW;10232
ELORTY;
ELORUV;6427,15456,19547,27446
ELORVW;
ELORVY;23705
ELORWY;24086
ELOSSS;
ELOSST;
