AAAARR;8,24,33
EFLRSU;
EFLRSY;14343,16547,18465,18863,19708
EFLRTU;
EFLRUU;1103,5127,11974,14885,16548,18469,18959
EFLRUX;6784
EFLRUY;
EFLSSU;
EFLSTU;
EFLSTY;18863,19713
EFLSUU;11974,15489
EFLSUX;15802
EFLTUY;6549,7304,16517,16536,16543,18056,19713,19730
EFLUZZ;
EFMNOR;
EFMNOT;11915,11930
EFMNRU;
EFMORR;15482,16530,16531
EFMORS;19740
EFMRRU;2063,5133,16013,16054,16531
EFMRSU;14761
EFMSTU;1102,3392,9330,18048,18496,18958
EFMTUY;16536,18056
EFNNRU;18469,18503
EFNORR;18964
EFNORS;17668,18961
EFNORZ;5314
EFNOST;
EFNOSY;712,6788,11970,14887,16040,17702,18465
EFNRTU;
EFNRYZ;
EFNSTU;18886,19727
EFOORR;
EFOORT;
EFOORW;14889
EFOPRT;
EFORRU;16013,16531
EFORRV;
EFORST;
EFORSU;
EFORSY;14337,14343,16545,17702,18863,19708
EFORTU;16013
EFORTW;
EFORWW;
EFOSSS;321,10705,11030,17481,17492,18502,19765
EFOSTT;7890
EFOSTU;
EFRRSU;
EFRRSY;7323,14233,18857,18871
EFRRTU;
EFRRUU;2061,2063,16548
EFRSSU;
EFRSSW;11014,18932,19765
EFRSUZ;
EFRTTU;
EFRTTY;7893,18049,19677,19723
EFRTUU;2061,5127,14888,16548
EFRTUX;
EFSSSU;5327,5328,18459
EFSTTU;
EFSTTY;
EFSTUZ;
EFSUZZ;
EGGGIL;7916
EGGGIN;
EGGGLO;216,7916,11055,11984,14350
EGGGLU;
EGGGNO;11852,11984,14350,19674
EGGHIL;3396,7916,19770,19771,19773
EGGHOR;3398,18864,18970,19774,19777
EGGHOT;3396,3398,10027,11854,14073,19782
EGGHRU;
EGGHSY;
EGGIIL;
EGGIIN;
EGGIIP;19674
EGGIJL;
EGGIJR;
EGGILM;7916,13835,19796,19813
EGGILN;
EGGILO;7916,13610,14350,18075,19773
EGGILR;1107
EGGILS;
EGGILT;1107,16569,19677,19773
EGGILU;
EGGILW;
EGGIMN;10713,11083,12020,16565
EGGIMO;7916,11989,12038,13835,16565,18977,19776,19813
EGGINR;
EGGINS;
EGGIPU;
EGGIRR;13835
EGGIRT;
EGGIRW;
EGGISU;12021
EGGJLO;
EGGJLU;
EGGJOR;
EGGKSS;
EGGLLY;7929,18079
EGGLMU;348,11055
EGGLNO;14350,16569,18075,19676,19677,19773
EGGLOO;19771,19773,19813
EGGLOR;
EGGLOT;216,14764,18979,19773,19782
EGGLOW;
EGGLPU;11055
EGGLRU;
EGGLTU;216,348,1106,7924,11984,15995
EGGMRU;
EGGNRU;27
EGGNSU;
EGGNTU;348,1106,7924,15995,16521
EGGOPR;16567,16568
EGGOPS;11993,18865,18984,19815
EGGORR;13835
EGGORS;
EGGORT;3408,19777,19804
EGGORU;
EGGOSU;3411,3412,10719,11092
EGGPRY;
EGGRRU;
EGGRSU;
EGGRTU;3408
EGHHIR;6026,7942,7944,11989,14691,19819
EGHHIT;
EGHHSU;4947,7829
EGHHUW;
EGHIIN;10107
EGHIKS;7962,16586,19832,19835
EGHIKT;3415,3423,19832,19835
EGHILN;
EGHILS;
EGHINO;11838,12121,18864,19771,19776
EGHINR;
EGHINS;
EGHINT;
EGHINW;
EGHINX;9505,15814
EGHINY;12104,13635,14359,18024
EGHIOT;366
EGHIRS;
EGHIST;
EGHISW;12056
EGHITW;12067
EGHITY;714,7967,10023,10120,11109,14359,17721,18024,18026,18093,19882
EGHLMP;9719,11055
EGHLNT;
EGHLOS;
EGHLPU;11055
EGHLSY;4584,7378,10032,12072,12103,12104,13749,16571,16596,17402,18871,19007,19837,19845
EGHLUY;
EGHMMO;2895,12135
EGHNOR;7382,7383,11099,18864
EGHNOS;
EGHNOU;7963
EGHNRU;18516
EGHNST;
EGHOPR;7831,10104,11099,11149,12154,16070,16074
EGHOTT;3443,12141
EGHRSU;
EGHSSU;368,16607
EGHSTU;368,14335
EGIIJL;
EGIIKN;6037,7388,19835
EGIILL;8004,11163,11172,15816,16631
EGIILR;1422,2074,2907,7938,16572
EGIIMM;
EGIIMN;
EGIINN;11095
EGIINP;3393,18877
EGIINR;
EGIINT;13833
EGIJLN;
EGIJNW;
EGIJRS;19689,19931
EGIKLN;
EGIKLR;
EGIKLS;15516
EGIKNR;
EGIKNU;7962,15820,18517
EGIKNW;
EGIKNY;13635,14882
EGIKRS;9741
EGILLN;
EGILLR;19789
EGILLT;17394
EGILLU;
EGILMN;
EGILMP;12308,18878
EGILMS;
EGILMT;28,146,373,16670
EGILNN;16675,19711
EGILNO;
EGILNP;
EGILNR;
EGILNS;
EGILNT;
EGILNU;
EGILNZ;10205,15495,15500,16591,18075,19069,19773,19784,19796
EGILOO;5370,14093,14371,16631,17394,17743,18075,19711,19771,19773,19998
EGILOP;5344,5370,14898
EGILOR;7831,11115
EGILOS;
EGILOU;
EGILPR;1422,5344,7831,7838
EGILPT;7176,15334,17743
EGILPY;714,1117,5344,5370,7968,7974,12308,14898,15334,17736,19882
EGILRS;
EGILRT;8078
EGILRU;
EGILRV;
EGILSS;
EGILST;
EGILSU;
EGILTU;16670
EGILTW;12067,17344
EGIMMR;16646
EGIMMS;2083,3487,12280
EGIMNN;
EGIMNP;19884
EGIMNR;
EGIMNS;
EGIMNT;
EGIMNV;3200,10714
EGIMNW;
EGIMNY;3507,17659,18024,18032,19883
EGIMOS;
EGIMPU;16694
EGIMPY;7968,7982,12308,14898,17736,18040,18878
EGIMRS;
EGIMST;
EGINNP;
EGINNR;
EGINNS;
EGINNU;
EGINNW;19998
EGINOO;14093,14359,18075,19773
EGINOP;
EGINOR;
EGINOS;
EGINOT;16659
EGINOW;
EGINPP;
EGINPR;
EGINPS;
EGINPU;16694
EGINPY;
EGINRR;
EGINRS;
EGINRT;
EGINRU;
EGINRW;
EGINRZ;
EGINSS;
EGINST;
EGINSU;
EGINSV;
EGINSW;
EGINSX;350,18039
EGINSY;
EGINTU;16659,16694
EGINTW;
EGINTY;8018,8055,13833,13836,14082,14359,14903,16565,16617,16623,16643,16659,16671,16674,18024,18046,19687,20006
EGINVX;11285,16097,18581,19174
EGINVY;16565
EGINWX;
EGINXY;5373,12104,12266,18878,19111
EGINZZ;16614,19974
EGIOOR;
EGIOOS;
EGIOPR;5344,7831,7944
EGIOPS;
EGIORR;
EGIORS;147
EGIORT;
EGIORV;
EGIOST;
EGIOSV;6050,16697
EGIOTY;5926,6578,7402,8026,8030,8034,8048,8072,10202,12055,13833,14764,14903,15334,16565,16617,16623,16643,16659,16673,16674,16677,17721,18046,18866,19973,19980
EGIPPR;
EGIPPY;12224,14914,15334,16599,19111,19882
EGIPRR;
EGIPRS;
EGIPRY;3174,5344,7368,12056,12308
EGIRRS;
EGIRRV;
EGIRSS;
EGIRST;
EGIRSU;147
EGIRSV;
EGIRSY;223,12031,14337,16698
EGIRSZ;14336,18535,19051,19867,19886
EGIRTV;
EGIRTY;12031,18866
EGIRUZ;14380,15339,18137,18516,19058
EGISST;
EGISSU;16607
EGISTU;
EGISZZ;
EGJLNU;
EGJLTU;
EGKLSU;13847
EGKMSU;18148
EGKNOY;4957,13635,14882
EGKNRS;18379
EGKRSY;
EGLLOR;
EGLLOS;2746,18984
EGLLRU;11292
EGLLTU;
EGLLUY;10237,11873,18026,18123
EGLMOS;
EGLMSU;
EGLNNU;86,93,677,715,5157,5388,6573,16675,18469,20050,20052
EGLNOP;
EGLNOR;
EGLNOS;
EGLNOU;6046,11984,12303,16667
EGLNPU;12382,14250,20050
EGLNRU;
EGLNST;
EGLNSU;
EGLNTU;
EGLNTY;3367,3523,9476,10237,10669,12385,14082,19713,20006
EGLNUU;16678,18469
EGLOOY;
EGLOPR;19952
EGLOPS;18984
EGLORS;
EGLORU;11115
EGLORV;13570,16576,19008,19909
EGLORW;
EGLOSS;
EGLOST;
EGLOSV;
EGLOSY;
EGLOSZ;14336,14356,16598,19798,19915
EGLOUV;11115
EGLOUY;12137,16670
EGLPRU;
EGLRSU;
EGLRTU;
EGLRUY;15530
EGLRYY;8131,18071,18150,19699,20052
EGLSSU;
EGLSTU;
EGLSUY;14265,17798,18982
EGLTTU;
EGLUZZ;
EGMMRU;
EGMMRY;19968,19969
EGMNNU;86,93,17515,19716,20050
EGMNOO;16694,19776
EGMNOR;
EGMNOS;
EGMNOU;12382
EGMNOY;17762
EGMNRU;4604,11292
EGMNSU;
EGMNTU;16694,19944
EGMNUU;1023,4604,5371,12379,14391
EGMOOS;3525,14176,16718,19886
EGMORS;
EGMORT;18977
EGMORU;
EGMOST;16718
EGMOSU;16718
EGMRSU;
EGMRTU;6053,12285
EGNNNU;9286,12021,18589
EGNNOO;12046,12383,17800
EGNNOS;16586
EGNNOU;5388,14358,14371,19127,19716,20050,20052
EGNNRU;
EGNNYY;14882,20052
EGNOOR;16719
EGNOOT;19118,19163,19773,19895
EGNOOY;
EGNOPS;
EGNOPU;2090,3215,3438,3441,3447,7999,10772,11305,12382,16667,16694,18046,18099,18167,19193,20050,20052
EGNOPW;
EGNORS;
EGNORT;14246
EGNORV;
EGNORY;19980
EGNOSS;10770
EGNOTT;10766,11998
EGNOTU;
EGNOXY;
EGNPRU;2090,3438,3447
EGNPSU;
EGNPUX;5373,19944
EGNRTU;
EGNRTY;
EGNRUY;18468
EGNSTU;368
EGNSUU;7819,13963,14393,17414,19177,19194,19990
EGNUVY;1021
EGOOPR;3449,7998,10103,11149,12000,12062
EGOOPS;18984,19017
EGOOPY;5330,7998,12000,12308
EGOORV;
EGOOSS;
EGOOST;
EGOOSY;16718
EGOPPT;7991,8002,8126,10103,10154,10210,11157,12252,12326,15334,16696,17743
EGOPRR;11156
EGOPRS;
EGOPRY;10104,10131,18866,19043
EGOPSU;3215,3441,18099
EGOPSY;3412,12397,18594
EGORRS;
EGORRU;
EGORRW;
EGORSS;
EGORST;
EGORSU;
EGORSV;
EGORSY;7945,10131,12155,16080,16698,18594,19043,19708
EGORSZ;5341,9741,10168,14336,17723,19025,19049,19053,19867
EGORTV;
EGORUV;
EGOSSS;10174,16586,16611,17274,18141
EGOSTU;
EGOSTY;3412,3522,8030,10202,11893,12055,12356,12387,16643,16673,16677,17797,18594,19973
EGOSUV;326
EGOSYZ;16598,17723,19798
EGOTTU;16694,19707,19899
EGOTYZ;18534
EGOUVY;1021,18164
EGPPRY;5337,8002,14914,19111
EGPRRU;
EGPRSU;
EGPRSY;3174,7368,12026,12056,12397,18145,19180
EGPRUW;12056,19140
EGPSSU;
EGPSTU;14265,17796,19922
EGQSSU;
EGRRSU;
EGRSSU;
EGRSTU;
EGRSYY;12376
EGRTTU;
EGRTUZ;5379,10186,14380
EGSSTU;
EGSSUY;6058,16715,18982
EHHIIS;6059,6060,10099,12049,12050,15532,16727,19769,20055,20056,20057,20058
EHHIKS;
EHHIRT;10101,12052,18082,18171,18178,18601,19197
EHHISS;6061,14918,15532,16730,16731,17801,18173,19198
EHHIST;
EHHKST;3415,16135
EHHNPY;12059,16722,19199,19216,19217,20086
EHHRST;14099,14700,16746,16747
EHHRSU;4947,10039
EHHSSU;13553
EHHSTY;16134,20076
EHIIMS;5161,5396,11341,14397,18515,19230,19234,19839,20101
EHIINN;14895
EHIIPP;5159
EHIIRS;1424,2162,2168,5161,5396,11101,12073
EHIIST;11349,18200,20109
EHIKKS;
EHIKMV;
EHIKNO;9802,13635,14756,15542,16563,16757,18089,18188
EHIKNU;16171,18089,18188
EHIKOR;2940
EHIKPR;20093
EHIKRS;
EHIKSS;
EHIKST;
EHILLR;
EHILMU;1446,17717,18189
EHILNS;20101
EHILOO;5816,9803,14359,16797,18189,19773
EHILOR;
EHILOS;
EHILOT;
EHILPR;
EHILRS;
EHILRT;
EHILSS;
EHILST;
EHILSV;
EHILSW;
EHILTV;1722,3225,3233,6791,8187,8188,14267,17803,18175,19281
EHIMMS;
EHIMNR;15239,15742
EHIMNS;
EHIMNT;14783,17360,17535,18186,18189,19724
EHIMNU;
EHIMOR;
EHIMOS;
EHIMRS;
EHIMRT;
EHIMRU;
EHIMST;
EHIMSU;
EHIMTU;8147,17360,17717,18189
EHINNN;3554,7495,11356,16195
EHINNS;5408
EHINOR;
EHINOT;17360
EHINPP;5335,5885,10804,17703
EHINPX;383,20115
EHINRS;
EHINRT;18049
EHINRW;
EHINSS;
EHINST;
EHINSW;
EHINSZ;12436,14356,17723,18220,18631
EHINTW;
EHINTY;11320,14930,18049,18639,18643,20076
EHINTZ;357,2807,17360,18992
EHINUV;682,7960,8187
EHINWY;13836,19840,20133
EHIOPR;15174,20111
EHIOPT;18201,20111
EHIORS;
EHIORT;
EHIOSS;
EHIOST;
EHIOTT;15355,16757,16759
EHIPPR;
EHIPRS;
EHIPSS;
EHIPSZ;12436,14277,16133,16158,18631,19886,20119
EHIRRS;
EHIRSS;
EHIRST;
EHIRSV;
EHIRSW;
EHIRSX;10123,11101,11413,12109,18220,19003,20115
EHIRTT;9548
EHIRTV;3225
EHIRTW;
EHIRTZ;10255,16775,19869,20091
EHISSS;
EHISST;
EHISSV;18202
EHISSW;
EHISTT;
EHISTU;12463
EHISTW;
EHISZZ;
EHITTW;
EHITWY;18606
EHJOPS;
EHJORS;
EHJOSS;10307
EHKLPT;
EHKLSW;7919,11420,12086
EHKLWY;
EHKMSS;15838,16149,16173
EHKNOR;3438,14544,14756,15542
EHKNOY;13635,15542
EHKNRU;3438,14544
EHKNUY;
EHKOOR;
EHKOOY;
EHKORS;389
EHKORW;
EHKORY;2940,5751,5818,15542
EHKRSU;
EHKSTY;11421,11424
EHLLOR;1134,4968,5176,11134,11324,11429,15558,15840,18179,19219,20127
EHLLOS;
EHLLRU;6619,7542,9821
EHLLSS;5393,16841
EHLLSY;12546,12547,19007,19218
EHLMMU;3543,9824,11311,12135
EHLMNU;1446,2185,12135,12550
EHLMOP;3440,3534,7916,8150,9719,11055,12421,14273,16225,16227,18408,18652
EHLMOS;
EHLMOY;1466,3440,11425,11904,12547,16227
EHLMSW;19324
EHLMTY;1465,9824,19216,19217
EHLNOP;1760,5182,7544,8294,9348
EHLNPY;3554,5182,9348,11426,19217
EHLOOS;
EHLOOY;3588,12548,16797,18227,20133
EHLOPP;5159
EHLORT;17547
EHLORW;5344
EHLOSS;13861
EHLOST;
EHLOSU;936,12404,15859,20063,20173
EHLOSV;19324
EHLOSW;7919,16529
EHLOSY;
EHLOTW;8292
EHLPPS;10242
EHLPSS;
EHLPSW;12102,18099,19843
EHLRRU;11115,12550,19266
EHLRSU;
EHLRTU;4197,5179,16225
EHLRUY;5179,6460,7967,8229,8231,12137,17425,18904
EHLSSU;
EHLSTT;
EHLSTU;11376
EHLSTY;
EHLSVY;11376
EHLSXY;3545,5949,12104,12547
EHMMOS;5410,8166,11359,12490,12493,20059,20110
EHMMRU;
EHMNOP;
EHMNOT;14783,17360,18656
EHMNPU;11355,19245
EHMNSU;20181
EHMNSY;9427,12552,19823,19837,19839
EHMORS;
EHMORT;
EHMOSS;18608
EHMOST;
EHMOSY;2216,5951,8308,12547,14709,14941,16080,16610,19222,19823,19886
EHMPRU;
EHMRRY;10251,12059,14953,19824
EHMRST;
EHMRSU;
EHMRSY;5396,12552,19839,19886
EHMRUY;3559,5179,11453,12137,12552,19337,19824
EHMSSU;
EHMSTY;
EHMTYY;1465,8306,16818,19217,19339
EHNNUW;18174,20186
EHNOOR;12098,12456,20131
EHNOOV;11149,16824
EHNOPR;
EHNOPS;
EHNOPU;2090,3438,3447
EHNOPY;
EHNORR;3438,3447
EHNORS;
EHNORT;
EHNOSS;4523,15848,18653
EHNOST;
EHNOSU;
EHNOSY;5951,14709
EHNRSU;
EHNRSY;8207,17402,19837
EHNRTU;
EHNSTT;10708,10820,10827,11902,13780,19721,20134
EHNSTY;
EHOOOP;5418,6843,12000,12141,14073,16847,18201,19782,20185
EHOOPR;2211,3449,12000,12440,15174,16722,17421,20185
EHOOPY;5330,8298,12000,14957,16603,16610,16611,16722,16853,17856,18190,18208,18226,19823,19845,19884,19886,20169,20191
EHOORT;18179,18534
EHOORV;3449
EHOOST;
EHOOSV;
EHOOSY;13980,18101,19048,19049,19222,19823,19884,19886,20076,20191
EHOPPR;
EHOPPS;16846,19823
EHOPRS;3585
EHOPRT;20111
EHOPRU;1765,2090,3438,3447
EHOPSS;16853
EHOPST;
EHOPSU;20055,20169
EHOPUV;12154
EHORRS;19732
EHORRT;390,3252,10251,10253,11100,11157,18987,19824
EHORSS;
EHORST;
EHORSU;10321
EHORSV;7227
EHORSW;
EHORSY;
EHORTT;12548
EHORTU;
EHORTV;389,14608,14921
EHORTW;
EHORTX;16741,18620
EHORTY;16829,18534,20076
EHORTZ;1133,2818,3549,10256,12098,12456,12515,12530,15554,16775,16820,18534,19049,19869,20091
EHOSSS;13617,13646,13840,14704,15848,17274,17297,17550
EHOSST;1647
EHOSSU;
EHOSSV;10269,15848,18202
EHOSSY;7920,7945,8308,9428,12562,12569,13861,16610,16745,16853,20167,20191
EHOSTT;
EHOSTW;
EHOSUY;4339,4525,8222,8308,10131,10310,10321,12547,14952,16080,16843,16853,18226,20063,20135,20167,20169,20191
EHOTXY;10783,12412,18234
EHPRSU;
EHPRSY;3416,12410
EHPRYZ;12000
EHPSST;
EHPSSU;
EHPSSY;
EHRRSU;10321,20183
EHRRSY;733,4339,13980,14931,16825,16826,18229,18857,18871
EHRRTU;20186
EHRRWY;11451,12538,14283,15574,18213,18227,18606
EHRSSU;
EHRSSW;
EHRSSY;5952,7945,13861,15561,16220,16730,18896
EHRSTW;
EHRSTY;20076
EHRTUW;2943,20186
EHSSSU;
EHSSTU;368,10679
EHSSTY;
EHSTTY;12463,14395,19325,19723,19856,19858,20076
EIIJMM;
EIIJRV;15580,16266,16878,19057,19058
EIIKLL;16523
EIIKLS;
EIIKLT;
EIIKNP;6036
EIIKNR;
EIIKRS;
EIIKSV;12179
EIILLM;18478
EIILLN;3609,7952,8005,8006,15816
EIILLP;5455,12636,16125,19387
EIILLS;
EIILLT;14108,15816
EIILLW;12067,12186,16277
EIILMR;14917,19796
EIILMS;
EIILMU;1114,3623,5455,7574,7584,8369,8394,11918,14528,16536,16538,17717,18478,19387,20238
EIILNR;
EIILNS;
EIILNT;15583
EIILOR;
EIILOT;5484,8048,8421,14805,14965,16269
EIILPP;5159
EIILPR;1038,1399,1422,2166,5218,17891
EIILRR;14972,16277,16865,16902,19719
EIILRV;
EIILRW;10720,16277,19695,19697,19840,19963
EIILRX;2164,3225,3418,3546,3606,3607,4533,4636,5213,10843,11180,11866
EIILSV;14964
EIILZZ;
EIIMMS;1473
EIIMNN;4641,15190,19422,19423,20259,20262
EIIMNR;20265
EIIMNS;20265
EIIMNT;
EIIMPS;11340
EIIMRR;14119,17904,20111
EIIMRT;20111
EIIMRX;2164,3607,11341
EIIMST;
EIINNP;15213,15251,15749,16286,19443,19452
EIINNT;3657,4269,5477,19422,19443
EIINOS;
EIINOZ;3551,3657,12724
EIINPR;15749
EIINPS;
EIINPT;18877,18992,19073,20238
EIINQU;
EIINRT;
EIINRV;
EIINRW;
EIINSS;
EIINST;
EIINSX;14189,19231,20101,20115,20279
EIINSZ;
EIINTV;
EIIPPR;
EIIPPY;6178,11336,12224,15595,16154,16289
EIIPRS;
EIIPRT;18975
EIIPRU;2907,3660,7865,12207,12636,12646,14101,15609,16770,18137,18145,19245
EIIPST;18200
EIIPSX;5211,15214,16020,18200,20115,20124,20254
EIIRRW;16277
EIIRSS;20231
EIIRSV;
EIIRSZ;5341,8350,11056,20232
EIIRVZ;19058
EIIRWZ;14089
EIISSS;20233
EIISSV;10269,18202
EIISTV;
EIISTY;4886,8030,8436,9893,10267,10345,12031,12266,12276,12463,13852,13871,14299,14400,15600,17426,17433,18118,19104,19689,19930
EIISVV;
EIISVZ;13789,14356,16258
EIITTT;16867,17874,19422,19423,20262
EIIVZZ;
EIJKNR;
EIJKNT;16171,16659
EIJKNU;16171,16659
EIJKOR;
EIJLLT;1790
EIJLMS;2052,2978,14303
EIJLRT;
EIJLTU;6974
EIJMOS;12278,14303
EIJMPR;2174
EIJNNO;13795
EIJNOR;
EIJNRU;19058
EIJNSX;
EIJNTY;5963,6974,13833,16340,16659
EIJOPT;16878
EIJRSU;
EIJRSV;15580,19057
EIJRTT;
EIJSTU;18271
EIJSTV;14987
EIJSUV;13871,15580,19057
EIJSZZ;
EIKKLN;
EIKKOO;
EIKKRS;
EIKKRY;8359
EIKLLR;2224
EIKLLY;16523,19995
EIKLMN;
EIKLMR;
EIKLMS;
EIKLNN;19364
EIKLNR;
EIKLNS;
EIKLNT;
EIKLNU;15820
EIKLNV;
EIKLNW;19364
EIKLOO;14989,15516,16937
EIKLOX;
EIKLRS;
EIKLRT;
EIKLSS;
EIKLST;
EIKLSV;
EIKLSY;
EIKLTT;14989
EIKMMR;
EIKMNR;
EIKMNS;
EIKMOS;1480,12179
EIKMRR;5688
EIKMRS;
EIKMSS;
EIKMST;
EIKMSU;
EIKMSY;12281
EIKMTU;6976,7574
EIKNNO;14882
EIKNNP;19364,19829
EIKNOO;9802,16659,18188
EIKNOS;
EIKNOV;
EIKNPP;16343
EIKNPR;
EIKNPS;
EIKNPU;
EIKNPY;
EIKNRS;
EIKNRT;
EIKNRW;
EIKNSS;
EIKNSU;
EIKNSV;
EIKNSZ;
EIKNTT;
EIKOOR;
EIKOPP;
EIKOPR;
EIKOPS;
EIKORR;
EIKORS;
EIKORY;8359,15542
EIKOSS;
EIKOSZ;9741
EIKPPR;16343
EIKPPT;
EIKPRS;
EIKPRU;16789
EIKPSS;
EIKPSY;
EIKRRS;
EIKRSS;
EIKRST;
EIKRSV;
EIKRSY;937
EIKRUY;
EIKSSS;
EIKSST;
EIKSSV;13879,16346
EIKSTT;
EIKSTW;
EILLMO;558,1099,1173
EILLMR;5304,11840,19995
EILLMS;
EILLMT;
EILLMU;18478
EILLNO;
EILLNP;1043,8498,11580,14923,15890
EILLNT;14108,16862,18708
EILLOR;5304
EILLOS;
EILLOT;3689,14093,14965,15840,17394
EILLPU;14923,15890,16352
EILLRS;
EILLRT;
EILLRW;16277
EILLSS;
EILLST;
EILLTT;9903,9904,11216,14093,18708,20294
EILLTU;154,2276
EILLTW;
EILLVY;1134,1790,3694,5504,7824,8507,8510,8521,12642,14965,16944,16945,20296
EILLWY;2914
EILMMR;16179,16796
EILMNO;
EILMNR;14966,15559,15560
EILMNS;
EILMNU;14966
EILMNY;16546
EILMOR;
EILMOS;
EILMOT;14273
EILMPP;398,5970,12301,16799,18722
EILMPR;
EILMPS;
EILMPT;
EILMPU;3543,8329,11355,12675
EILMPW;
EILMPX;2164,3534,8150,15313
EILMRS;
EILMRT;
EILMRV;3377,15593,16861,19813
EILMSS;
EILMST;
EILMSU;
EILMSY;
EILMTU;16670,17717
EILMTY;16670,16944
EILMZZ;
EILNNO;401,18250,20300
EILNNS;
EILNNT;401,8224,16876
EILNNU;12679,19513
EILNNW;14993,18174,19364,19695,19711,19998
EILNNY;14043,16536,16797,16876,17762,19998,20297
EILNOO;6199,11920,19773,19998
EILNOP;
EILNOR;
EILNOS;
EILNOT;
EILNPP;1043,5885
EILNPS;
EILNPT;
EILNPU;8329,14923
EILNRS;
EILNRT;
EILNRU;19517
EILNSS;
EILNST;
EILNSU;
EILNSV;
EILNSY;
EILNTT;18172
EILNTU;18708
EILNTV;15583,19735
EILNTW;
EILNTY;1499,10689,13748,15583
EILNUV;
EILNUY;2276,4657,5477,8228,8229,15488,16546
EILOOR;
EILOOS;
EILOOT;10358,10436,12680,14093,17355,17743
EILOOW;12693,14993,19998
EILOPS;
EILOPT;
EILORS;
EILORT;
EILORU;
EILORV;17434
EILORW;
EILORY;1496,1732,3689,3705,6822,10342,11651,12308,12678,12787,14910,17434
EILOST;
EILOSU;
EILOSV;
EILOSX;3563,11240
EILOTT;373,14093,18172
EILOTU;4268,11918,16670
EILOTV;
EILPPR;
EILPPS;
EILPPT;15895
EILPPU;762
EILPRS;
EILPRT;
EILPRU;12636,16970,16972
EILPRY;766,1046,1162,1795,2265,5344,5504,5514,6192,6924,8582,11315,11357,11374,13728,15632,16970,16972,17583,17891,18725,18731,18735,18736
EILPSS;
EILPST;
EILPSU;
EILPSV;
EILPSW;19480,19843
EILPSX;11101,11240,18736
EILPTU;3543,11580,12636,18402
EILPZZ;
EILRRU;
EILRSS;
EILRST;
EILRSV;
EILRSW;
EILRTT;
EILRTU;
EILRTY;
EILRUW;2135,5085,12320,12321,16277,17937
EILRVY;16972
EILSSS;
EILSST;
EILSSV;
EILSSW;
EILSSZ;1130,4237,4663,6061,10091,16153,20234
EILSTT;
EILSTU;
EILSTV;14415
EILSTX;14373,16633,16645,16899
EILSTY;
EILSUY;2281,3559,8222,8585,12036,13794,14432,14451,14846,15003,16808,16937,18982,19139
EILSUZ;8535,10873,12213,12334,13720,20004,20241
EILSVW;12692,19712,20011
EILSVX;11376,11941,12645
EILSWY;17430,19480,19788,20135,20225
EILSXY;383,3545,12795,18736,19415,20254
EILSZZ;
EILTTT;1952,2309,5471,8427,11644,12159,12674,12695,12714,14192,19201
EILTTU;3715,3721,18708,19513
EILTTV;3715,12159,12574,12705,14965,15869,16388,18676,20014
EILTTY;1164,1499,4987,5449,7304,9858,10744,11172,12574,12705,14558,14989
EILTVY;14267,18676,18725,18731,18732,19735
EILUVV;
EILVVY;9870,10744,14315,15583,16947,18731
EILVWY;20011
EILZZZ;
EIMMMR;12490,16393,20136
EIMMNR;33,1141,7259,7703,10370,12492,12719,15335,15892,16646
EIMMNU;11311,18708
EIMMOP;1141,6785,19197,20111
EIMMOR;1141,2895,3429,8098,10370,12492,12719,15335,19197,19966,20111
EIMMOS;
EIMMRR;
EIMMRS;
EIMMRU;
EIMMST;
EIMMSW;19965
EIMMSY;8379,11940,12633,12856,12857,14316,16394
EIMNNT;20206
EIMNNX;10879,12727
EIMNOP;
EIMNOR;
EIMNOS;
EIMNPS;
EIMNPT;
EIMNRS;
EIMNRT;
EIMNRU;
EIMNRV;
EIMNSX;2229,12478
EIMNSZ;14941,18631,19969,20006
EIMNTT;1111
EIMNTU;18708,19422
EIMNTY;14851,17307
EIMNUX;19434,19944
EIMNZZ;
EIMOOR;12407
EIMOPR;
EIMOPS;
EIMOPT;3534
EIMORS;
EIMORT;
EIMOSS;
EIMOST;
EIMOSU;
EIMOSV;
EIMOSX;11941
EIMOTV;
EIMOTY;3705,6188,6978,12883,16670,16944,19506,20066
EIMOZZ;
EIMPRR;
EIMPRS;
EIMPRT;
EIMPRU;
EIMPRX;2164
EIMPSU;
EIMPTU;3543
EIMPUY;7711,8451,12675
EIMRRS;14426
EIMRRT;232,400,14119
EIMRSS;
EIMRST;
EIMRSV;
EIMRSX;20264
EIMRSY;14175,19886
EIMRTU;14530
EIMRTX;400,3607,10433
EIMRUV;5403,11697,18416,19431
EIMSSS;
EIMSST;
EIMSSU;
EIMSSX;16888,20264
EIMSTY;3507,14851
EIMSUV;13867,19431
EIMSZZ;
EIMTYZ;
EINNNR;7495,11590,18682
EINNOO;8511,12683,14317
EINNOR;
EINNOT;
EINNOY;1646,2322,4657,8034,8464,10357,12301,12678,12680,12687,12794,13801,14043,14833,14882,14903,14980,16183,16375,16675,17762,18046,18214,19489,19998,20001,20297,20299
EINNPR;15749
EINNPS;
EINNPT;
EINNRS;
EINNRT;
EINNRU;
EINNRW;
EINNST;
EINNSU;16973
EINNSV;10289
EINNTT;
EINNTV;
EINNTY;2322,3741,5926,8018,8604,10120,12890,13748,14043,14124,14833,14903,14980,16536,16797,16876,17721,18046,18093,18934,19855,19857,20297
EINOOT;11920,17355,18775,18936
EINOPP;
EINOPR;
EINOPS;
EINOPT;
EINOPW;15396
EINOPY;16917,18046
EINORR;
